portfolio,annualised_return,annualised_volatility,sharpe,max_drawdown,average_monthly_turnover
equity_equal_weight,0.12643529221978822,0.16166197477746672,0.8173873626510388,-0.20321862626913634,0.0
equity_equal_weight_sentiment_fused,0.12444536845016385,0.1617536418787083,0.8060803313135038,-0.20572440484861776,0.017403734066629147
