portfolio,annualised_return,annualised_volatility,sharpe,max_drawdown,average_monthly_turnover,incremental_turnover,average_maximum_asset_weight,average_crypto_exposure,average_flags_per_rebalance,percent_rebalances_with_flags,average_penalised_weight
combined_risk_parity,0.13967757489619803,0.1602015611085894,0.896385265791828,-0.19836886508195728,0.02248195150919655,0.0,0.03789368890339526,0.06964643479980051,0.0,0.0,0.0
combined_risk_parity_pdais_overlay,0.13340163073867073,0.15704577193478414,0.8760400654964982,-0.19782889035329665,0.03173374073726647,0.009251789228069924,0.03952343257430474,0.06720503443548581,0.0,0.0,0.0
combined_risk_parity_pdais_guardrail,0.13267675733159479,0.15759858375308936,0.8694527749794254,-0.19847546681671424,0.042208813713096816,0.019726862203900266,0.03956171223589008,0.06976084659487237,11.36111111111111,1.0,0.14000697190379877
