portfolio,annualised_return,annualised_volatility,sharpe,max_drawdown,average_monthly_turnover,average_maximum_asset_weight,average_crypto_exposure
combined_risk_parity,0.13967757489619803,0.1602015611085894,0.896385265791828,-0.19836886508195728,0.02248195150919655,0.03789368890339526,0.06964643479980051
combined_risk_parity_pdais_overlay,0.13340163073867073,0.15704577193478414,0.8760400654964982,-0.19782889035329665,0.03173374073726647,0.03952343257430474,0.06720503443548581
