rebalance_date,fund,asset,weight
2021-11-01,crypto_equal_weight,XRP-USD,0.1
2021-12-01,crypto_equal_weight,XRP-USD,0.1
2022-01-01,crypto_equal_weight,XRP-USD,0.1
2022-02-01,crypto_equal_weight,XRP-USD,0.1
2022-03-01,crypto_equal_weight,XRP-USD,0.1
2022-04-01,crypto_equal_weight,XRP-USD,0.1
2022-05-01,crypto_equal_weight,XRP-USD,0.1
2022-06-01,crypto_equal_weight,XRP-USD,0.1
2022-07-01,crypto_equal_weight,XRP-USD,0.1
2022-08-01,crypto_equal_weight,XRP-USD,0.1
2022-09-01,crypto_equal_weight,XRP-USD,0.1
2022-10-01,crypto_equal_weight,XRP-USD,0.1
2022-11-01,crypto_equal_weight,XRP-USD,0.1
2022-12-01,crypto_equal_weight,XRP-USD,0.1
2023-01-01,crypto_equal_weight,XRP-USD,0.1
2023-02-01,crypto_equal_weight,XRP-USD,0.1
2023-03-01,crypto_equal_weight,XRP-USD,0.1
2023-04-01,crypto_equal_weight,XRP-USD,0.1
2023-05-01,crypto_equal_weight,XRP-USD,0.1
2023-06-01,crypto_equal_weight,XRP-USD,0.1
2023-07-01,crypto_equal_weight,XRP-USD,0.1
2023-08-01,crypto_equal_weight,XRP-USD,0.1
2023-09-01,crypto_equal_weight,XRP-USD,0.1
2023-10-01,crypto_equal_weight,XRP-USD,0.1
2023-11-01,crypto_equal_weight,XRP-USD,0.1
2023-12-01,crypto_equal_weight,XRP-USD,0.1
2020-09-10,crypto_min_variance,ADA-USD,6.034942805746674e-09
2020-10-01,crypto_min_variance,ADA-USD,0.0
2020-11-01,crypto_min_variance,ADA-USD,1.2613593395595007e-09
2020-12-01,crypto_min_variance,ADA-USD,0.0
2021-01-01,crypto_min_variance,ADA-USD,1.7040391079462013e-12
2021-02-01,crypto_min_variance,ADA-USD,1.824921030441475e-08
2021-03-01,crypto_min_variance,ADA-USD,0.1
2021-04-01,crypto_min_variance,ADA-USD,0.08027391816163307
2021-05-01,crypto_min_variance,ADA-USD,0.1
2021-06-01,crypto_min_variance,ADA-USD,0.1
2021-07-01,crypto_min_variance,ADA-USD,0.1
2021-08-01,crypto_min_variance,ADA-USD,0.20000000220255956
2021-09-01,crypto_min_variance,ADA-USD,0.1
2021-10-01,crypto_min_variance,ADA-USD,0.1
2021-11-01,crypto_min_variance,ADA-USD,0.20000000203894405
2021-12-01,crypto_min_variance,ADA-USD,0.1
2022-01-01,crypto_min_variance,ADA-USD,0.2
2022-02-01,crypto_min_variance,ADA-USD,0.09912580060050834
2022-03-01,crypto_min_variance,ADA-USD,0.12146254068348991
2022-04-01,crypto_min_variance,ADA-USD,0.10973083499909375
2022-05-01,crypto_min_variance,ADA-USD,0.08065397613528949
2022-06-01,crypto_min_variance,ADA-USD,0.0
2022-07-01,crypto_min_variance,ADA-USD,5.0999571860329484e-11
2022-08-01,crypto_min_variance,ADA-USD,0.0
2022-09-01,crypto_min_variance,ADA-USD,5.912222567636573e-14
2022-10-01,crypto_min_variance,ADA-USD,5.202079433868708e-09
2022-11-01,crypto_min_variance,ADA-USD,0.0
2022-12-01,crypto_min_variance,ADA-USD,0.1
2023-01-01,crypto_min_variance,ADA-USD,0.0
2023-02-01,crypto_min_variance,ADA-USD,0.05213089827572656
2023-03-01,crypto_min_variance,ADA-USD,0.09886695973451277
2023-04-01,crypto_min_variance,ADA-USD,0.1123710429878495
2023-05-01,crypto_min_variance,ADA-USD,0.10760540316895338
2023-06-01,crypto_min_variance,ADA-USD,0.025463446733553746
2023-07-01,crypto_min_variance,ADA-USD,3.269808187214046e-11
2023-08-01,crypto_min_variance,ADA-USD,0.10415943450888947
2023-09-01,crypto_min_variance,ADA-USD,0.1
2023-10-01,crypto_min_variance,ADA-USD,0.12597722245647283
2023-11-01,crypto_min_variance,ADA-USD,0.1414976139362762
2023-12-01,crypto_min_variance,ADA-USD,0.13383084272099555
2020-09-10,crypto_min_variance,BCH-USD,5.423626931877824e-09
2020-10-01,crypto_min_variance,BCH-USD,0.0
2020-11-01,crypto_min_variance,BCH-USD,5.16080054068687e-10
2020-12-01,crypto_min_variance,BCH-USD,0.08524809390472286
2021-01-01,crypto_min_variance,BCH-USD,0.1355804562235238
2021-02-01,crypto_min_variance,BCH-USD,2.3456189081772573e-08
2021-03-01,crypto_min_variance,BCH-USD,0.1
2021-04-01,crypto_min_variance,BCH-USD,5.809215315893473e-09
2021-05-01,crypto_min_variance,BCH-USD,0.1
2021-06-01,crypto_min_variance,BCH-USD,0.1
2021-07-01,crypto_min_variance,BCH-USD,0.1
2021-08-01,crypto_min_variance,BCH-USD,0.0
2021-09-01,crypto_min_variance,BCH-USD,0.1
2021-10-01,crypto_min_variance,BCH-USD,0.1
2021-11-01,crypto_min_variance,BCH-USD,0.0
2021-12-01,crypto_min_variance,BCH-USD,0.1
2022-01-01,crypto_min_variance,BCH-USD,6.66274821029817e-19
2022-02-01,crypto_min_variance,BCH-USD,0.20000000392171874
2022-03-01,crypto_min_variance,BCH-USD,0.2000000038293526
2022-04-01,crypto_min_variance,BCH-USD,0.2000000003914332
2022-05-01,crypto_min_variance,BCH-USD,0.1999999987137054
2022-06-01,crypto_min_variance,BCH-USD,0.20000000043144284
2022-07-01,crypto_min_variance,BCH-USD,0.15288247000787963
2022-08-01,crypto_min_variance,BCH-USD,0.1336589359270653
2022-09-01,crypto_min_variance,BCH-USD,0.14384333280843206
2022-10-01,crypto_min_variance,BCH-USD,0.08533801638533256
2022-11-01,crypto_min_variance,BCH-USD,0.04687073076981166
2022-12-01,crypto_min_variance,BCH-USD,0.1
2023-01-01,crypto_min_variance,BCH-USD,0.16800708922887703
2023-02-01,crypto_min_variance,BCH-USD,0.10525415808508538
2023-03-01,crypto_min_variance,BCH-USD,0.08705203966703104
2023-04-01,crypto_min_variance,BCH-USD,0.13344136181029218
2023-05-01,crypto_min_variance,BCH-USD,0.1999999980037981
2023-06-01,crypto_min_variance,BCH-USD,0.1999999999524375
2023-07-01,crypto_min_variance,BCH-USD,0.03789259558313663
2023-08-01,crypto_min_variance,BCH-USD,0.1030349141319102
2023-09-01,crypto_min_variance,BCH-USD,0.1
2023-10-01,crypto_min_variance,BCH-USD,0.0
2023-11-01,crypto_min_variance,BCH-USD,0.0
2023-12-01,crypto_min_variance,BCH-USD,0.005170718660101508
2020-09-10,crypto_min_variance,BTC-USD,0.1999999805128613
2020-10-01,crypto_min_variance,BTC-USD,0.20000000390565384
2020-11-01,crypto_min_variance,BTC-USD,0.19999999820267306
2020-12-01,crypto_min_variance,BTC-USD,0.20000000961229908
2021-01-01,crypto_min_variance,BTC-USD,0.20000000330399428
2021-02-01,crypto_min_variance,BTC-USD,0.19999994115719008
2021-03-01,crypto_min_variance,BTC-USD,0.1
2021-04-01,crypto_min_variance,BTC-USD,0.1999999761050902
2021-05-01,crypto_min_variance,BTC-USD,0.1
2021-06-01,crypto_min_variance,BTC-USD,0.1
2021-07-01,crypto_min_variance,BTC-USD,0.1
2021-08-01,crypto_min_variance,BTC-USD,0.19999994286716158
2021-09-01,crypto_min_variance,BTC-USD,0.1
2021-10-01,crypto_min_variance,BTC-USD,0.1
2021-11-01,crypto_min_variance,BTC-USD,0.20000000203894405
2021-12-01,crypto_min_variance,BTC-USD,0.1
2022-01-01,crypto_min_variance,BTC-USD,0.19999999999999998
2022-02-01,crypto_min_variance,BTC-USD,0.20000000392171874
2022-03-01,crypto_min_variance,BTC-USD,0.2000000038293526
2022-04-01,crypto_min_variance,BTC-USD,0.19999999723886122
2022-05-01,crypto_min_variance,BTC-USD,0.2000000004062611
2022-06-01,crypto_min_variance,BTC-USD,0.20000000114120378
2022-07-01,crypto_min_variance,BTC-USD,0.2000000001797808
2022-08-01,crypto_min_variance,BTC-USD,0.2000000006436881
2022-09-01,crypto_min_variance,BTC-USD,0.20000000019946712
2022-10-01,crypto_min_variance,BTC-USD,0.19999999015113393
2022-11-01,crypto_min_variance,BTC-USD,0.20000000277239996
2022-12-01,crypto_min_variance,BTC-USD,0.1
2023-01-01,crypto_min_variance,BTC-USD,0.20000000359498796
2023-02-01,crypto_min_variance,BTC-USD,0.19999999707227548
2023-03-01,crypto_min_variance,BTC-USD,0.2000000025355082
2023-04-01,crypto_min_variance,BTC-USD,0.20000000462319475
2023-05-01,crypto_min_variance,BTC-USD,0.20000000107700644
2023-06-01,crypto_min_variance,BTC-USD,0.1999999992358538
2023-07-01,crypto_min_variance,BTC-USD,0.1999999998489994
2023-08-01,crypto_min_variance,BTC-USD,0.20000000642742413
2023-09-01,crypto_min_variance,BTC-USD,0.1
2023-10-01,crypto_min_variance,BTC-USD,0.20000000319815672
2023-11-01,crypto_min_variance,BTC-USD,0.20000000054288905
2023-12-01,crypto_min_variance,BTC-USD,0.19999999973875343
2020-09-10,crypto_min_variance,EOS-USD,8.253387311172555e-12
2020-10-01,crypto_min_variance,EOS-USD,0.0
2020-11-01,crypto_min_variance,EOS-USD,0.07859831005817279
2020-12-01,crypto_min_variance,EOS-USD,0.13063131227337083
2021-01-01,crypto_min_variance,EOS-USD,0.06441954185705336
2021-02-01,crypto_min_variance,EOS-USD,0.1999999809334048
2021-03-01,crypto_min_variance,EOS-USD,0.1
2021-04-01,crypto_min_variance,EOS-USD,0.054621868237857224
2021-05-01,crypto_min_variance,EOS-USD,0.1
2021-06-01,crypto_min_variance,EOS-USD,0.1
2021-07-01,crypto_min_variance,EOS-USD,0.1
2021-08-01,crypto_min_variance,EOS-USD,0.0
2021-09-01,crypto_min_variance,EOS-USD,0.1
2021-10-01,crypto_min_variance,EOS-USD,0.1
2021-11-01,crypto_min_variance,EOS-USD,0.0
2021-12-01,crypto_min_variance,EOS-USD,0.1
2022-01-01,crypto_min_variance,EOS-USD,8.795842024820949e-18
2022-02-01,crypto_min_variance,EOS-USD,0.0
2022-03-01,crypto_min_variance,EOS-USD,1.8914583756483096e-11
2022-04-01,crypto_min_variance,EOS-USD,8.655764030301609e-10
2022-05-01,crypto_min_variance,EOS-USD,8.81209117894358e-12
2022-06-01,crypto_min_variance,EOS-USD,0.0
2022-07-01,crypto_min_variance,EOS-USD,3.3027010064832676e-10
2022-08-01,crypto_min_variance,EOS-USD,0.0
2022-09-01,crypto_min_variance,EOS-USD,6.077723392466058e-10
2022-10-01,crypto_min_variance,EOS-USD,2.5495588810720877e-11
2022-11-01,crypto_min_variance,EOS-USD,0.0
2022-12-01,crypto_min_variance,EOS-USD,0.1
2023-01-01,crypto_min_variance,EOS-USD,5.118578864645195e-09
2023-02-01,crypto_min_variance,EOS-USD,5.1790858528358353e-11
2023-03-01,crypto_min_variance,EOS-USD,1.9817214278999704e-09
2023-04-01,crypto_min_variance,EOS-USD,3.949529847640287e-09
2023-05-01,crypto_min_variance,EOS-USD,3.969769737741254e-09
2023-06-01,crypto_min_variance,EOS-USD,0.13383257755456432
2023-07-01,crypto_min_variance,EOS-USD,0.04410496535584004
2023-08-01,crypto_min_variance,EOS-USD,0.141888551042339
2023-09-01,crypto_min_variance,EOS-USD,0.1
2023-10-01,crypto_min_variance,EOS-USD,0.07573498833482405
2023-11-01,crypto_min_variance,EOS-USD,0.0696178902768298
2023-12-01,crypto_min_variance,EOS-USD,0.056369330420247596
2020-09-10,crypto_min_variance,ETC-USD,0.03680030694060803
2020-10-01,crypto_min_variance,ETC-USD,0.10828555545578973
2020-11-01,crypto_min_variance,ETC-USD,0.17770738178512707
2020-12-01,crypto_min_variance,ETC-USD,0.20000000961229908
2021-01-01,crypto_min_variance,ETC-USD,0.2000000033272742
2021-02-01,crypto_min_variance,ETC-USD,0.1999999948199823
2021-03-01,crypto_min_variance,ETC-USD,0.1
2021-04-01,crypto_min_variance,ETC-USD,0.15103852907513113
2021-05-01,crypto_min_variance,ETC-USD,0.1
2021-06-01,crypto_min_variance,ETC-USD,0.1
2021-07-01,crypto_min_variance,ETC-USD,0.1
2021-08-01,crypto_min_variance,ETC-USD,3.055379603589415e-08
2021-09-01,crypto_min_variance,ETC-USD,0.1
2021-10-01,crypto_min_variance,ETC-USD,0.1
2021-11-01,crypto_min_variance,ETC-USD,0.0
2021-12-01,crypto_min_variance,ETC-USD,0.1
2022-01-01,crypto_min_variance,ETC-USD,1.0424295906359748e-17
2022-02-01,crypto_min_variance,ETC-USD,0.0
2022-03-01,crypto_min_variance,ETC-USD,2.7380656780880443e-12
2022-04-01,crypto_min_variance,ETC-USD,0.013383890353105558
2022-05-01,crypto_min_variance,ETC-USD,2.786430868513752e-09
2022-06-01,crypto_min_variance,ETC-USD,0.0
2022-07-01,crypto_min_variance,ETC-USD,6.306405081000206e-10
2022-08-01,crypto_min_variance,ETC-USD,0.0
2022-09-01,crypto_min_variance,ETC-USD,0.0
2022-10-01,crypto_min_variance,ETC-USD,8.675095440530826e-11
2022-11-01,crypto_min_variance,ETC-USD,0.0
2022-12-01,crypto_min_variance,ETC-USD,0.1
2023-01-01,crypto_min_variance,ETC-USD,0.0
2023-02-01,crypto_min_variance,ETC-USD,6.634375781902258e-10
2023-03-01,crypto_min_variance,ETC-USD,5.338970860605601e-10
2023-04-01,crypto_min_variance,ETC-USD,0.0
2023-05-01,crypto_min_variance,ETC-USD,0.0
2023-06-01,crypto_min_variance,ETC-USD,9.110771641329634e-10
2023-07-01,crypto_min_variance,ETC-USD,1.5007510215583004e-10
2023-08-01,crypto_min_variance,ETC-USD,4.119969585660025e-11
2023-09-01,crypto_min_variance,ETC-USD,0.1
2023-10-01,crypto_min_variance,ETC-USD,0.1982877706089781
2023-11-01,crypto_min_variance,ETC-USD,0.18888449079325217
2023-12-01,crypto_min_variance,ETC-USD,0.19999999999536316
2020-09-10,crypto_min_variance,ETH-USD,1.0831400275008342e-08
2020-10-01,crypto_min_variance,ETH-USD,0.0
2020-11-01,crypto_min_variance,ETH-USD,1.068242938992299e-09
2020-12-01,crypto_min_variance,ETH-USD,0.05591211207313949
2021-01-01,crypto_min_variance,ETH-USD,0.19999999486980824
2021-02-01,crypto_min_variance,ETH-USD,0.17470451266119427
2021-03-01,crypto_min_variance,ETH-USD,0.1
2021-04-01,crypto_min_variance,ETH-USD,0.20000000082957492
2021-05-01,crypto_min_variance,ETH-USD,0.1
2021-06-01,crypto_min_variance,ETH-USD,0.1
2021-07-01,crypto_min_variance,ETH-USD,0.1
2021-08-01,crypto_min_variance,ETH-USD,0.20000000220255956
2021-09-01,crypto_min_variance,ETH-USD,0.1
2021-10-01,crypto_min_variance,ETH-USD,0.1
2021-11-01,crypto_min_variance,ETH-USD,0.20000000203894405
2021-12-01,crypto_min_variance,ETH-USD,0.1
2022-01-01,crypto_min_variance,ETH-USD,0.2
2022-02-01,crypto_min_variance,ETH-USD,0.20000000392171874
2022-03-01,crypto_min_variance,ETH-USD,0.2000000038293526
2022-04-01,crypto_min_variance,ETH-USD,0.2000000003833424
2022-05-01,crypto_min_variance,ETH-USD,0.19999999408199065
2022-06-01,crypto_min_variance,ETH-USD,0.20000000114120378
2022-07-01,crypto_min_variance,ETH-USD,0.19900957891620066
2022-08-01,crypto_min_variance,ETH-USD,0.0663410615000891
2022-09-01,crypto_min_variance,ETH-USD,3.783374878732716e-10
2022-10-01,crypto_min_variance,ETH-USD,0.03332459540900915
2022-11-01,crypto_min_variance,ETH-USD,0.0
2022-12-01,crypto_min_variance,ETH-USD,0.1
2023-01-01,crypto_min_variance,ETH-USD,1.836597154806691e-09
2023-02-01,crypto_min_variance,ETH-USD,2.9005595784966265e-09
2023-03-01,crypto_min_variance,ETH-USD,0.0
2023-04-01,crypto_min_variance,ETH-USD,0.0
2023-05-01,crypto_min_variance,ETH-USD,0.0
2023-06-01,crypto_min_variance,ETH-USD,0.015406555364375286
2023-07-01,crypto_min_variance,ETH-USD,0.1978570170611118
2023-08-01,crypto_min_variance,ETH-USD,0.20000000646115637
2023-09-01,crypto_min_variance,ETH-USD,0.1
2023-10-01,crypto_min_variance,ETH-USD,0.20000000319815672
2023-11-01,crypto_min_variance,ETH-USD,0.20000000054288905
2023-12-01,crypto_min_variance,ETH-USD,0.20000000005498217
2020-09-10,crypto_min_variance,LTC-USD,0.19999999139288077
2020-10-01,crypto_min_variance,LTC-USD,0.17298305877436834
2020-11-01,crypto_min_variance,LTC-USD,0.005632664230815952
2020-12-01,crypto_min_variance,LTC-USD,0.12820844766300532
2021-01-01,crypto_min_variance,LTC-USD,3.0591268032215876e-13
2021-02-01,crypto_min_variance,LTC-USD,0.02529551967246416
2021-03-01,crypto_min_variance,LTC-USD,0.1
2021-04-01,crypto_min_variance,LTC-USD,0.09119594018517728
2021-05-01,crypto_min_variance,LTC-USD,0.1
2021-06-01,crypto_min_variance,LTC-USD,0.1
2021-07-01,crypto_min_variance,LTC-USD,0.1
2021-08-01,crypto_min_variance,LTC-USD,0.20000000220255956
2021-09-01,crypto_min_variance,LTC-USD,0.1
2021-10-01,crypto_min_variance,LTC-USD,0.1
2021-11-01,crypto_min_variance,LTC-USD,0.20000000203894405
2021-12-01,crypto_min_variance,LTC-USD,0.1
2022-01-01,crypto_min_variance,LTC-USD,0.0
2022-02-01,crypto_min_variance,LTC-USD,0.0
2022-03-01,crypto_min_variance,LTC-USD,1.1057068942642252e-11
2022-04-01,crypto_min_variance,LTC-USD,1.7096136017450905e-09
2022-05-01,crypto_min_variance,LTC-USD,5.949854433867904e-13
2022-06-01,crypto_min_variance,LTC-USD,0.0
2022-07-01,crypto_min_variance,LTC-USD,3.866824138454342e-11
2022-08-01,crypto_min_variance,LTC-USD,0.0
2022-09-01,crypto_min_variance,LTC-USD,0.056156666860653986
2022-10-01,crypto_min_variance,LTC-USD,0.10934824833422356
2022-11-01,crypto_min_variance,LTC-USD,0.15312925814058845
2022-12-01,crypto_min_variance,LTC-USD,0.1
2023-01-01,crypto_min_variance,LTC-USD,0.07391421936262303
2023-02-01,crypto_min_variance,LTC-USD,0.09650706400046959
2023-03-01,crypto_min_variance,LTC-USD,0.13221641337495138
2023-04-01,crypto_min_variance,LTC-USD,0.09795451551433161
2023-05-01,crypto_min_variance,LTC-USD,0.0827227606458187
2023-06-01,crypto_min_variance,LTC-USD,0.025297421453838044
2023-07-01,crypto_min_variance,LTC-USD,1.0685822688605096e-11
2023-08-01,crypto_min_variance,LTC-USD,0.02497710326956402
2023-09-01,crypto_min_variance,LTC-USD,0.1
2023-10-01,crypto_min_variance,LTC-USD,0.0
2023-11-01,crypto_min_variance,LTC-USD,0.0
2023-12-01,crypto_min_variance,LTC-USD,0.004629109201941524
2020-09-10,crypto_min_variance,TRX-USD,0.16319970455082874
2020-10-01,crypto_min_variance,TRX-USD,0.11873137405288055
2020-11-01,crypto_min_variance,TRX-USD,0.13806164442529067
2020-12-01,crypto_min_variance,TRX-USD,0.19999999845820698
2021-01-01,crypto_min_variance,TRX-USD,0.19999999056652626
2021-02-01,crypto_min_variance,TRX-USD,0.19999999328478263
2021-03-01,crypto_min_variance,TRX-USD,0.1
2021-04-01,crypto_min_variance,TRX-USD,0.17865478011211755
2021-05-01,crypto_min_variance,TRX-USD,0.1
2021-06-01,crypto_min_variance,TRX-USD,0.1
2021-07-01,crypto_min_variance,TRX-USD,0.1
2021-08-01,crypto_min_variance,TRX-USD,0.1914990559719106
2021-09-01,crypto_min_variance,TRX-USD,0.1
2021-10-01,crypto_min_variance,TRX-USD,0.1
2021-11-01,crypto_min_variance,TRX-USD,0.06503822249578242
2021-12-01,crypto_min_variance,TRX-USD,0.1
2022-01-01,crypto_min_variance,TRX-USD,0.2
2022-02-01,crypto_min_variance,TRX-USD,0.20000000392171874
2022-03-01,crypto_min_variance,TRX-USD,0.2000000038293526
2022-04-01,crypto_min_variance,TRX-USD,0.20000000030909984
2022-05-01,crypto_min_variance,TRX-USD,0.2000000003786486
2022-06-01,crypto_min_variance,TRX-USD,0.20000000114120378
2022-07-01,crypto_min_variance,TRX-USD,0.20000000014952943
2022-08-01,crypto_min_variance,TRX-USD,0.2000000006436881
2022-09-01,crypto_min_variance,TRX-USD,0.20000000019959188
2022-10-01,crypto_min_variance,TRX-USD,0.19999999258871146
2022-11-01,crypto_min_variance,TRX-USD,0.20000000277239996
2022-12-01,crypto_min_variance,TRX-USD,0.1
2023-01-01,crypto_min_variance,TRX-USD,0.20000000359498796
2023-02-01,crypto_min_variance,TRX-USD,0.1999999912548467
2023-03-01,crypto_min_variance,TRX-USD,0.2000000025355082
2023-04-01,crypto_min_variance,TRX-USD,0.20000000462319475
2023-05-01,crypto_min_variance,TRX-USD,0.20000000107700644
2023-06-01,crypto_min_variance,TRX-USD,0.19999999842005725
2023-07-01,crypto_min_variance,TRX-USD,0.19999999970227839
2023-08-01,crypto_min_variance,TRX-USD,0.20000000640489884
2023-09-01,crypto_min_variance,TRX-USD,0.1
2023-10-01,crypto_min_variance,TRX-USD,0.20000000319815672
2023-11-01,crypto_min_variance,TRX-USD,0.20000000054288905
2023-12-01,crypto_min_variance,TRX-USD,0.19999999915908076
2020-09-10,crypto_min_variance,XLM-USD,0.20000000188834763
2020-10-01,crypto_min_variance,XLM-USD,0.20000000390565384
2020-11-01,crypto_min_variance,XLM-USD,0.19999999986198141
2020-12-01,crypto_min_variance,XLM-USD,1.1719570587682914e-08
2021-01-01,crypto_min_variance,XLM-USD,9.84660005809285e-09
2021-02-01,crypto_min_variance,XLM-USD,9.343123590268486e-09
2021-03-01,crypto_min_variance,XLM-USD,0.1
2021-04-01,crypto_min_variance,XLM-USD,4.97859373208095e-09
2021-05-01,crypto_min_variance,XLM-USD,0.1
2021-06-01,crypto_min_variance,XLM-USD,0.1
2021-07-01,crypto_min_variance,XLM-USD,0.1
2021-08-01,crypto_min_variance,XLM-USD,2.84264051885094e-08
2021-09-01,crypto_min_variance,XLM-USD,0.1
2021-10-01,crypto_min_variance,XLM-USD,0.1
2021-11-01,crypto_min_variance,XLM-USD,0.13496176934844145
2021-12-01,crypto_min_variance,XLM-USD,0.1
2022-01-01,crypto_min_variance,XLM-USD,0.2
2022-02-01,crypto_min_variance,XLM-USD,0.10087418371261671
2022-03-01,crypto_min_variance,XLM-USD,0.07853744395739487
2022-04-01,crypto_min_variance,XLM-USD,0.06976905500085254
2022-05-01,crypto_min_variance,XLM-USD,0.00042487111910117196
2022-06-01,crypto_min_variance,XLM-USD,0.032750261487220475
2022-07-01,crypto_min_variance,XLM-USD,0.06797044275546596
2022-08-01,crypto_min_variance,XLM-USD,0.2000000006436881
2022-09-01,crypto_min_variance,XLM-USD,0.19999999958405645
2022-10-01,crypto_min_variance,XLM-USD,0.2000000007597678
2022-11-01,crypto_min_variance,XLM-USD,0.20000000277239996
2022-12-01,crypto_min_variance,XLM-USD,0.1
2023-01-01,crypto_min_variance,XLM-USD,0.1999999957750659
2023-02-01,crypto_min_variance,XLM-USD,0.20000000029733486
2023-03-01,crypto_min_variance,XLM-USD,0.1999999985523928
2023-04-01,crypto_min_variance,XLM-USD,0.19999999804209156
2023-05-01,crypto_min_variance,XLM-USD,0.19999999858555573
2023-06-01,crypto_min_variance,XLM-USD,0.19999999985761968
2023-07-01,crypto_min_variance,XLM-USD,0.20000000000418192
2023-08-01,crypto_min_variance,XLM-USD,0.023699762420823726
2023-09-01,crypto_min_variance,XLM-USD,0.1
2023-10-01,crypto_min_variance,XLM-USD,4.427454240625433e-09
2023-11-01,crypto_min_variance,XLM-USD,1.76835575301433e-09
2023-12-01,crypto_min_variance,XLM-USD,3.1207687349912415e-11
2020-09-10,crypto_min_variance,XRP-USD,0.19999999241625005
2020-10-01,crypto_min_variance,XRP-USD,0.20000000390565384
2020-11-01,crypto_min_variance,XRP-USD,0.19999999859025663
2020-12-01,crypto_min_variance,XRP-USD,4.683385820373968e-09
2021-01-01,crypto_min_variance,XRP-USD,3.2098112501963984e-12
2021-02-01,crypto_min_variance,XRP-USD,6.422458752366778e-09
2021-03-01,crypto_min_variance,XRP-USD,0.1
2021-04-01,crypto_min_variance,XRP-USD,0.044214976505609606
2021-05-01,crypto_min_variance,XRP-USD,0.1
2021-06-01,crypto_min_variance,XRP-USD,0.1
2021-07-01,crypto_min_variance,XRP-USD,0.1
2021-08-01,crypto_min_variance,XRP-USD,0.00850093557304797
2021-09-01,crypto_min_variance,XRP-USD,0.1
2021-10-01,crypto_min_variance,XRP-USD,0.1
2021-11-01,crypto_min_variance,XRP-USD,0.0
2021-12-01,crypto_min_variance,XRP-USD,0.1
2022-01-01,crypto_min_variance,XRP-USD,0.0
2022-02-01,crypto_min_variance,XRP-USD,0.0
2022-03-01,crypto_min_variance,XRP-USD,8.995015018870705e-12
2022-04-01,crypto_min_variance,XRP-USD,0.007116218749021529
2022-05-01,crypto_min_variance,XRP-USD,0.11892115636916574
2022-06-01,crypto_min_variance,XRP-USD,0.16724973465772527
2022-07-01,crypto_min_variance,XRP-USD,0.1801375069405652
2022-08-01,crypto_min_variance,XRP-USD,0.20000000064178128
2022-09-01,crypto_min_variance,XRP-USD,0.19999999936162965
2022-10-01,crypto_min_variance,XRP-USD,0.1719891510574956
2022-11-01,crypto_min_variance,XRP-USD,0.20000000277239996
2022-12-01,crypto_min_variance,XRP-USD,0.1
2023-01-01,crypto_min_variance,XRP-USD,0.15807868148828216
2023-02-01,crypto_min_variance,XRP-USD,0.14610788739847344
2023-03-01,crypto_min_variance,XRP-USD,0.08186458108447704
2023-04-01,crypto_min_variance,XRP-USD,0.05623306844951586
2023-05-01,crypto_min_variance,XRP-USD,0.009671833472091567
2023-06-01,crypto_min_variance,XRP-USD,5.16623172064039e-10
2023-07-01,crypto_min_variance,XRP-USD,0.12014542225099291
2023-08-01,crypto_min_variance,XRP-USD,0.0022402152917945003
2023-09-01,crypto_min_variance,XRP-USD,0.1
2023-10-01,crypto_min_variance,XRP-USD,4.5778005162861e-09
2023-11-01,crypto_min_variance,XRP-USD,1.5966187466912222e-09
2023-12-01,crypto_min_variance,XRP-USD,1.7326498082086264e-11
2020-09-10,crypto_risk_parity,ADA-USD,0.08865565996062665
2020-10-01,crypto_risk_parity,ADA-USD,0.08614251789113521
2020-11-01,crypto_risk_parity,ADA-USD,0.08555314729327938
2020-12-01,crypto_risk_parity,ADA-USD,0.0834285645688346
2021-01-01,crypto_risk_parity,ADA-USD,0.08400242193639249
2021-02-01,crypto_risk_parity,ADA-USD,0.08110186551834454
2021-03-01,crypto_risk_parity,ADA-USD,0.09042172703645378
2021-04-01,crypto_risk_parity,ADA-USD,0.092485204314855
2021-05-01,crypto_risk_parity,ADA-USD,0.09813426197203504
2021-06-01,crypto_risk_parity,ADA-USD,0.1025199676887849
2021-07-01,crypto_risk_parity,ADA-USD,0.10380062759851033
2021-08-01,crypto_risk_parity,ADA-USD,0.10488405655946811
2021-09-01,crypto_risk_parity,ADA-USD,0.10316514208917639
2021-10-01,crypto_risk_parity,ADA-USD,0.10797374054397482
2021-11-01,crypto_risk_parity,ADA-USD,0.10906584078696693
2021-12-01,crypto_risk_parity,ADA-USD,0.10908510642999762
2022-01-01,crypto_risk_parity,ADA-USD,0.1023916644058995
2022-02-01,crypto_risk_parity,ADA-USD,0.09552398476754889
2022-03-01,crypto_risk_parity,ADA-USD,0.09661586005510675
2022-04-01,crypto_risk_parity,ADA-USD,0.09545128706764207
2022-05-01,crypto_risk_parity,ADA-USD,0.09562472521693274
2022-06-01,crypto_risk_parity,ADA-USD,0.08564660687601436
2022-07-01,crypto_risk_parity,ADA-USD,0.08465366101182703
2022-08-01,crypto_risk_parity,ADA-USD,0.0850653656204067
2022-09-01,crypto_risk_parity,ADA-USD,0.08554007435854558
2022-10-01,crypto_risk_parity,ADA-USD,0.08905279114400651
2022-11-01,crypto_risk_parity,ADA-USD,0.08669429429277462
2022-12-01,crypto_risk_parity,ADA-USD,0.0891264755978133
2023-01-01,crypto_risk_parity,ADA-USD,0.08862936694061317
