rebalance_date,fund,asset,weight
2021-09-01,equity_risk_parity,XOM,0.012929097058801782
2021-10-01,equity_risk_parity,XOM,0.011795018184204503
2021-11-01,equity_risk_parity,XOM,0.011979103558249648
2021-12-01,equity_risk_parity,XOM,0.013231925874681383
2022-01-03,equity_risk_parity,XOM,0.013916113810020364
2022-02-01,equity_risk_parity,XOM,0.014516227023869156
2022-03-01,equity_risk_parity,XOM,0.01600198799297483
2022-04-01,equity_risk_parity,XOM,0.018240013695691573
2022-05-02,equity_risk_parity,XOM,0.01859966417036795
2022-06-01,equity_risk_parity,XOM,0.017667480360168016
2022-07-01,equity_risk_parity,XOM,0.01764295276498717
2022-08-01,equity_risk_parity,XOM,0.01767320678657209
2022-09-01,equity_risk_parity,XOM,0.01860430458907138
2022-10-03,equity_risk_parity,XOM,0.01935181044329474
2022-11-01,equity_risk_parity,XOM,0.02009368029057698
2022-12-01,equity_risk_parity,XOM,0.02096296178670969
2023-01-03,equity_risk_parity,XOM,0.020631175493364705
2023-02-01,equity_risk_parity,XOM,0.020742752376354867
2023-03-01,equity_risk_parity,XOM,0.020649111869887583
2023-04-03,equity_risk_parity,XOM,0.019436966416042513
2023-05-01,equity_risk_parity,XOM,0.01928433092049939
2023-06-01,equity_risk_parity,XOM,0.019438382070341174
2023-07-03,equity_risk_parity,XOM,0.019495432409081456
2023-08-01,equity_risk_parity,XOM,0.019744396526727687
2023-09-01,equity_risk_parity,XOM,0.019610426352980128
2023-10-02,equity_risk_parity,XOM,0.019752486091096328
2023-11-01,equity_risk_parity,XOM,0.0198350353043257
2023-12-01,equity_risk_parity,XOM,0.020116801838924007
2021-01-04,equity_max_sharpe,ABBV,0.0
2021-02-01,equity_max_sharpe,ABBV,0.020644951570974738
2021-03-01,equity_max_sharpe,ABBV,2.7555156007398867e-16
2021-04-01,equity_max_sharpe,ABBV,0.11331623255700274
2021-05-03,equity_max_sharpe,ABBV,0.13316360232847513
2021-06-01,equity_max_sharpe,ABBV,6.809090025324396e-17
2021-07-01,equity_max_sharpe,ABBV,3.5724468680431886e-17
2021-08-02,equity_max_sharpe,ABBV,0.007463212463483581
2021-09-01,equity_max_sharpe,ABBV,0.03423637395186789
2021-10-01,equity_max_sharpe,ABBV,0.027835450027281498
2021-11-01,equity_max_sharpe,ABBV,0.052025745106794134
2021-12-01,equity_max_sharpe,ABBV,0.0
2022-01-03,equity_max_sharpe,ABBV,4.8470604639218635e-17
2022-02-01,equity_max_sharpe,ABBV,0.12871176276486407
2022-03-01,equity_max_sharpe,ABBV,0.19878378974922908
2022-04-01,equity_max_sharpe,ABBV,0.19999999999999962
2022-05-02,equity_max_sharpe,ABBV,0.19715138484300299
2022-06-01,equity_max_sharpe,ABBV,0.1999999999999998
2022-07-01,equity_max_sharpe,ABBV,0.19999999999999993
2022-08-01,equity_max_sharpe,ABBV,0.20000000000000007
2022-09-01,equity_max_sharpe,ABBV,0.09886855747515337
2022-10-03,equity_max_sharpe,ABBV,0.1999999999999992
2022-11-01,equity_max_sharpe,ABBV,0.19999999999999873
2022-12-01,equity_max_sharpe,ABBV,0.19999999999999915
2023-01-03,equity_max_sharpe,ABBV,0.1460221170461695
2023-02-01,equity_max_sharpe,ABBV,2.050367176442371e-16
2023-03-01,equity_max_sharpe,ABBV,0.020630872345248165
2023-04-03,equity_max_sharpe,ABBV,2.347637251346257e-16
2023-05-01,equity_max_sharpe,ABBV,0.0
2023-06-01,equity_max_sharpe,ABBV,1.0999481114694085e-17
2023-07-03,equity_max_sharpe,ABBV,3.432048901928999e-16
2023-08-01,equity_max_sharpe,ABBV,0.0
2023-09-01,equity_max_sharpe,ABBV,0.03748033071842444
2023-10-02,equity_max_sharpe,ABBV,0.0
2023-11-01,equity_max_sharpe,ABBV,6.046818022785477e-16
2023-12-01,equity_max_sharpe,ABBV,0.0
2021-01-04,equity_max_sharpe,ABT,0.0
2021-02-01,equity_max_sharpe,ABT,0.0
2021-03-01,equity_max_sharpe,ABT,0.06749752468701835
2021-04-01,equity_max_sharpe,ABT,0.06597469463263422
2021-05-03,equity_max_sharpe,ABT,3.439212562000935e-17
2021-06-01,equity_max_sharpe,ABT,1.053725129458725e-16
2021-07-01,equity_max_sharpe,ABT,0.042813747630990794
2021-08-02,equity_max_sharpe,ABT,0.01651205682402118
2021-09-01,equity_max_sharpe,ABT,0.00019299946328321982
2021-10-01,equity_max_sharpe,ABT,0.029138224176759077
2021-11-01,equity_max_sharpe,ABT,0.09552791015465971
2021-12-01,equity_max_sharpe,ABT,0.03689615521786039
2022-01-03,equity_max_sharpe,ABT,0.09691229726680932
2022-02-01,equity_max_sharpe,ABT,0.0
2022-03-01,equity_max_sharpe,ABT,0.0
2022-04-01,equity_max_sharpe,ABT,0.0
2022-05-02,equity_max_sharpe,ABT,1.740784364237791e-16
2022-06-01,equity_max_sharpe,ABT,0.0
2022-07-01,equity_max_sharpe,ABT,0.0
2022-08-01,equity_max_sharpe,ABT,0.0
2022-09-01,equity_max_sharpe,ABT,2.720909625778035e-16
2022-10-03,equity_max_sharpe,ABT,0.0
2022-11-01,equity_max_sharpe,ABT,0.0
2022-12-01,equity_max_sharpe,ABT,0.0
2023-01-03,equity_max_sharpe,ABT,6.550664699251246e-17
2023-02-01,equity_max_sharpe,ABT,3.187822675615315e-19
2023-03-01,equity_max_sharpe,ABT,0.0
2023-04-03,equity_max_sharpe,ABT,4.483907704423866e-16
2023-05-01,equity_max_sharpe,ABT,6.221974037584527e-17
2023-06-01,equity_max_sharpe,ABT,0.0
2023-07-03,equity_max_sharpe,ABT,0.0
2023-08-01,equity_max_sharpe,ABT,2.181146464768627e-16
2023-09-01,equity_max_sharpe,ABT,6.388186934066955e-16
2023-10-02,equity_max_sharpe,ABT,1.9076329000661777e-16
2023-11-01,equity_max_sharpe,ABT,2.0259332989877492e-16
2023-12-01,equity_max_sharpe,ABT,3.0099197302603374e-17
2021-01-04,equity_max_sharpe,ADBE,0.0
2021-02-01,equity_max_sharpe,ADBE,0.0
2021-03-01,equity_max_sharpe,ADBE,9.494083332530843e-17
2021-04-01,equity_max_sharpe,ADBE,0.0
2021-05-03,equity_max_sharpe,ADBE,4.7927017822646616e-17
2021-06-01,equity_max_sharpe,ADBE,0.0
2021-07-01,equity_max_sharpe,ADBE,4.873387763450587e-17
2021-08-02,equity_max_sharpe,ADBE,0.04860727365428151
2021-09-01,equity_max_sharpe,ADBE,2.832387295888409e-17
2021-10-01,equity_max_sharpe,ADBE,2.2401578639046048e-17
2021-11-01,equity_max_sharpe,ADBE,1.3065040782741725e-16
2021-12-01,equity_max_sharpe,ADBE,5.672960861176861e-17
2022-01-03,equity_max_sharpe,ADBE,1.02144608866299e-16
2022-02-01,equity_max_sharpe,ADBE,4.961260594217592e-17
2022-03-01,equity_max_sharpe,ADBE,0.0
2022-04-01,equity_max_sharpe,ADBE,0.0
2022-05-02,equity_max_sharpe,ADBE,0.0
2022-06-01,equity_max_sharpe,ADBE,3.968089119231126e-17
2022-07-01,equity_max_sharpe,ADBE,0.0
2022-08-01,equity_max_sharpe,ADBE,0.0
2022-09-01,equity_max_sharpe,ADBE,0.0
2022-10-03,equity_max_sharpe,ADBE,1.1831834722825388e-16
2022-11-01,equity_max_sharpe,ADBE,1.2911351866769718e-16
2022-12-01,equity_max_sharpe,ADBE,9.929078427938963e-17
2023-01-03,equity_max_sharpe,ADBE,0.0
2023-02-01,equity_max_sharpe,ADBE,0.0
2023-03-01,equity_max_sharpe,ADBE,8.084892515217692e-17
2023-04-03,equity_max_sharpe,ADBE,7.958613811733615e-16
2023-05-01,equity_max_sharpe,ADBE,8.964943015020866e-17
2023-06-01,equity_max_sharpe,ADBE,0.0
2023-07-03,equity_max_sharpe,ADBE,0.0
2023-08-01,equity_max_sharpe,ADBE,0.0
2023-09-01,equity_max_sharpe,ADBE,5.387414619461337e-16
2023-10-02,equity_max_sharpe,ADBE,0.0
2023-11-01,equity_max_sharpe,ADBE,0.028307292386266593
2023-12-01,equity_max_sharpe,ADBE,0.1378110661177535
2021-01-04,equity_max_sharpe,AEP,4.096720785862437e-17
2021-02-01,equity_max_sharpe,AEP,1.7425606640496466e-16
2021-03-01,equity_max_sharpe,AEP,3.206327600969088e-17
2021-04-01,equity_max_sharpe,AEP,0.0
2021-05-03,equity_max_sharpe,AEP,0.0
2021-06-01,equity_max_sharpe,AEP,1.197614651021528e-17
2021-07-01,equity_max_sharpe,AEP,7.162544072716211e-18
2021-08-02,equity_max_sharpe,AEP,1.2202008657857249e-17
2021-09-01,equity_max_sharpe,AEP,4.9121333857107895e-17
2021-10-01,equity_max_sharpe,AEP,0.0
2021-11-01,equity_max_sharpe,AEP,0.0
2021-12-01,equity_max_sharpe,AEP,0.0
2022-01-03,equity_max_sharpe,AEP,0.0
2022-02-01,equity_max_sharpe,AEP,2.5437748746672463e-17
2022-03-01,equity_max_sharpe,AEP,0.06800418212836123
2022-04-01,equity_max_sharpe,AEP,0.027700561420604487
2022-05-02,equity_max_sharpe,AEP,0.0
2022-06-01,equity_max_sharpe,AEP,0.12336117429361938
2022-07-01,equity_max_sharpe,AEP,0.012305837505089099
2022-08-01,equity_max_sharpe,AEP,0.0
2022-09-01,equity_max_sharpe,AEP,0.0
2022-10-03,equity_max_sharpe,AEP,0.0
2022-11-01,equity_max_sharpe,AEP,1.0176248554011753e-16
2022-12-01,equity_max_sharpe,AEP,1.4343341202253708e-16
2023-01-03,equity_max_sharpe,AEP,0.0
2023-02-01,equity_max_sharpe,AEP,0.0
2023-03-01,equity_max_sharpe,AEP,5.358404371062822e-17
2023-04-03,equity_max_sharpe,AEP,1.6043176619219878e-16
2023-05-01,equity_max_sharpe,AEP,0.0
2023-06-01,equity_max_sharpe,AEP,0.0
2023-07-03,equity_max_sharpe,AEP,2.091442239865745e-17
2023-08-01,equity_max_sharpe,AEP,0.0
2023-09-01,equity_max_sharpe,AEP,3.0674718365307e-17
2023-10-02,equity_max_sharpe,AEP,0.0
2023-11-01,equity_max_sharpe,AEP,2.386923059555759e-16
2023-12-01,equity_max_sharpe,AEP,0.0
2021-01-04,equity_max_sharpe,AMD,0.0
2021-02-01,equity_max_sharpe,AMD,0.0
2021-03-01,equity_max_sharpe,AMD,0.043077329262151826
2021-04-01,equity_max_sharpe,AMD,0.0
2021-05-03,equity_max_sharpe,AMD,4.0689917092878733e-17
2021-06-01,equity_max_sharpe,AMD,0.0
2021-07-01,equity_max_sharpe,AMD,0.0404664314006071
2021-08-02,equity_max_sharpe,AMD,0.0
2021-09-01,equity_max_sharpe,AMD,0.0
2021-10-01,equity_max_sharpe,AMD,0.0
2021-11-01,equity_max_sharpe,AMD,0.007197829254708852
2021-12-01,equity_max_sharpe,AMD,9.168061000031456e-17
2022-01-03,equity_max_sharpe,AMD,0.0
2022-02-01,equity_max_sharpe,AMD,0.0
2022-03-01,equity_max_sharpe,AMD,0.0
2022-04-01,equity_max_sharpe,AMD,2.3335675814601166e-16
2022-05-02,equity_max_sharpe,AMD,0.0
2022-06-01,equity_max_sharpe,AMD,0.041774733999305015
2022-07-01,equity_max_sharpe,AMD,8.685289838447849e-17
2022-08-01,equity_max_sharpe,AMD,0.0
2022-09-01,equity_max_sharpe,AMD,0.0
2022-10-03,equity_max_sharpe,AMD,0.0
2022-11-01,equity_max_sharpe,AMD,2.185089729384412e-16
2022-12-01,equity_max_sharpe,AMD,1.5702082360138525e-16
2023-01-03,equity_max_sharpe,AMD,2.6295766296327007e-16
2023-02-01,equity_max_sharpe,AMD,9.856653563299857e-17
2023-03-01,equity_max_sharpe,AMD,0.0
2023-04-03,equity_max_sharpe,AMD,7.819802393537373e-16
2023-05-01,equity_max_sharpe,AMD,1.6704470068607392e-16
2023-06-01,equity_max_sharpe,AMD,0.0
2023-07-03,equity_max_sharpe,AMD,1.8115295785307075e-16
2023-08-01,equity_max_sharpe,AMD,0.0
2023-09-01,equity_max_sharpe,AMD,1.1570697654164504e-16
2023-10-02,equity_max_sharpe,AMD,3.0674662043682085e-16
2023-11-01,equity_max_sharpe,AMD,5.2040480945009415e-15
2023-12-01,equity_max_sharpe,AMD,6.547238828821446e-16
2021-01-04,equity_max_sharpe,AMGN,0.0
2021-02-01,equity_max_sharpe,AMGN,0.0
2021-03-01,equity_max_sharpe,AMGN,2.2341555710987688e-17
2021-04-01,equity_max_sharpe,AMGN,0.0
2021-05-03,equity_max_sharpe,AMGN,0.0
2021-06-01,equity_max_sharpe,AMGN,0.0
2021-07-01,equity_max_sharpe,AMGN,0.0
2021-08-02,equity_max_sharpe,AMGN,0.0
2021-09-01,equity_max_sharpe,AMGN,0.0
2021-10-01,equity_max_sharpe,AMGN,0.0
2021-11-01,equity_max_sharpe,AMGN,0.0
2021-12-01,equity_max_sharpe,AMGN,1.2768744233058279e-17
2022-01-03,equity_max_sharpe,AMGN,0.0
2022-02-01,equity_max_sharpe,AMGN,0.0
2022-03-01,equity_max_sharpe,AMGN,4.645911420363212e-17
2022-04-01,equity_max_sharpe,AMGN,0.0
2022-05-02,equity_max_sharpe,AMGN,2.3689461012681518e-17
2022-06-01,equity_max_sharpe,AMGN,1.423801564735875e-16
2022-07-01,equity_max_sharpe,AMGN,4.1701003345670826e-16
2022-08-01,equity_max_sharpe,AMGN,1.9514065689103166e-16
2022-09-01,equity_max_sharpe,AMGN,0.10179698022474255
2022-10-03,equity_max_sharpe,AMGN,0.11841574079515758
2022-11-01,equity_max_sharpe,AMGN,0.1999999999999975
2022-12-01,equity_max_sharpe,AMGN,0.19999999999999926
2023-01-03,equity_max_sharpe,AMGN,0.19307415636895967
2023-02-01,equity_max_sharpe,AMGN,0.0
2023-03-01,equity_max_sharpe,AMGN,0.014245247491373382
2023-04-03,equity_max_sharpe,AMGN,0.014656929365987536
2023-05-01,equity_max_sharpe,AMGN,0.0
2023-06-01,equity_max_sharpe,AMGN,3.010799911699315e-18
2023-07-03,equity_max_sharpe,AMGN,0.0
2023-08-01,equity_max_sharpe,AMGN,0.0
2023-09-01,equity_max_sharpe,AMGN,0.0
2023-10-02,equity_max_sharpe,AMGN,0.11910954689352811
2023-11-01,equity_max_sharpe,AMGN,1.1214801259055009e-16
2023-12-01,equity_max_sharpe,AMGN,6.930536205328929e-17
2021-01-04,equity_max_sharpe,AMT,0.0
2021-02-01,equity_max_sharpe,AMT,9.306614986454853e-17
2021-03-01,equity_max_sharpe,AMT,3.231249408911906e-17
2021-04-01,equity_max_sharpe,AMT,7.006765367712705e-18
2021-05-03,equity_max_sharpe,AMT,0.0
2021-06-01,equity_max_sharpe,AMT,0.0
2021-07-01,equity_max_sharpe,AMT,7.528101150610292e-17
2021-08-02,equity_max_sharpe,AMT,0.0
2021-09-01,equity_max_sharpe,AMT,0.0
2021-10-01,equity_max_sharpe,AMT,0.0
2021-11-01,equity_max_sharpe,AMT,0.0
2021-12-01,equity_max_sharpe,AMT,6.445271533295872e-17
2022-01-03,equity_max_sharpe,AMT,0.0
2022-02-01,equity_max_sharpe,AMT,8.352818132861006e-17
2022-03-01,equity_max_sharpe,AMT,1.5292215501535615e-16
2022-04-01,equity_max_sharpe,AMT,2.260499359380323e-16
2022-05-02,equity_max_sharpe,AMT,0.0
2022-06-01,equity_max_sharpe,AMT,1.2526495108888044e-17
2022-07-01,equity_max_sharpe,AMT,0.0
2022-08-01,equity_max_sharpe,AMT,1.1059410103368394e-17
2022-09-01,equity_max_sharpe,AMT,8.475197094952095e-17
2022-10-03,equity_max_sharpe,AMT,0.0
2022-11-01,equity_max_sharpe,AMT,1.172447690557306e-16
2022-12-01,equity_max_sharpe,AMT,0.0
2023-01-03,equity_max_sharpe,AMT,0.0
2023-02-01,equity_max_sharpe,AMT,0.0
2023-03-01,equity_max_sharpe,AMT,0.0
2023-04-03,equity_max_sharpe,AMT,4.398936660975982e-16
2023-05-01,equity_max_sharpe,AMT,2.015269608340778e-17
2023-06-01,equity_max_sharpe,AMT,0.0
2023-07-03,equity_max_sharpe,AMT,5.86433435566953e-17
2023-08-01,equity_max_sharpe,AMT,0.0
2023-09-01,equity_max_sharpe,AMT,0.0
2023-10-02,equity_max_sharpe,AMT,2.1087482653196635e-18
2023-11-01,equity_max_sharpe,AMT,0.0
2023-12-01,equity_max_sharpe,AMT,5.83990401022532e-17
2021-01-04,equity_max_sharpe,BA,0.0
2021-02-01,equity_max_sharpe,BA,0.0
2021-03-01,equity_max_sharpe,BA,0.0
2021-04-01,equity_max_sharpe,BA,0.0
2021-05-03,equity_max_sharpe,BA,6.188364097136943e-17
2021-06-01,equity_max_sharpe,BA,1.1172414958462027e-16
2021-07-01,equity_max_sharpe,BA,1.096036401310114e-16
2021-08-02,equity_max_sharpe,BA,0.0
2021-09-01,equity_max_sharpe,BA,0.0
2021-10-01,equity_max_sharpe,BA,0.0
2021-11-01,equity_max_sharpe,BA,0.0
2021-12-01,equity_max_sharpe,BA,0.0
2022-01-03,equity_max_sharpe,BA,0.0
2022-02-01,equity_max_sharpe,BA,7.264063414589508e-17
2022-03-01,equity_max_sharpe,BA,0.0
2022-04-01,equity_max_sharpe,BA,0.0
2022-05-02,equity_max_sharpe,BA,1.846438471612103e-17
2022-06-01,equity_max_sharpe,BA,0.0
2022-07-01,equity_max_sharpe,BA,0.0
2022-08-01,equity_max_sharpe,BA,0.0
2022-09-01,equity_max_sharpe,BA,0.0
2022-10-03,equity_max_sharpe,BA,0.0
2022-11-01,equity_max_sharpe,BA,1.1648148726567947e-16
2022-12-01,equity_max_sharpe,BA,0.0
2023-01-03,equity_max_sharpe,BA,1.4945080389051915e-16
2023-02-01,equity_max_sharpe,BA,0.0
2023-03-01,equity_max_sharpe,BA,9.462530030403082e-17
2023-04-03,equity_max_sharpe,BA,1.259036065033893e-15
2023-05-01,equity_max_sharpe,BA,4.97075841990661e-16
2023-06-01,equity_max_sharpe,BA,0.11640144371981603
2023-07-03,equity_max_sharpe,BA,0.01072414428323402
2023-08-01,equity_max_sharpe,BA,1.771257144856768e-17
2023-09-01,equity_max_sharpe,BA,1.7506121088037378e-16
2023-10-02,equity_max_sharpe,BA,8.690424413430099e-17
2023-11-01,equity_max_sharpe,BA,0.03698532958345877
2023-12-01,equity_max_sharpe,BA,0.023373203815880886
2021-01-04,equity_max_sharpe,CAT,6.762550607663792e-17
2021-02-01,equity_max_sharpe,CAT,2.903508983034173e-16
2021-03-01,equity_max_sharpe,CAT,0.19999999999999993
2021-04-01,equity_max_sharpe,CAT,0.0279790835995235
2021-05-03,equity_max_sharpe,CAT,0.15100127261496374
2021-06-01,equity_max_sharpe,CAT,0.12604526363668442
2021-07-01,equity_max_sharpe,CAT,0.006001249573916988
2021-08-02,equity_max_sharpe,CAT,0.0
2021-09-01,equity_max_sharpe,CAT,0.0
2021-10-01,equity_max_sharpe,CAT,0.0
2021-11-01,equity_max_sharpe,CAT,0.0
2021-12-01,equity_max_sharpe,CAT,1.1005742300500564e-16
2022-01-03,equity_max_sharpe,CAT,7.99871160242616e-17
2022-02-01,equity_max_sharpe,CAT,8.344615841099747e-17
2022-03-01,equity_max_sharpe,CAT,2.9471682794548194e-16
2022-04-01,equity_max_sharpe,CAT,0.0
2022-05-02,equity_max_sharpe,CAT,3.084920298050176e-17
2022-06-01,equity_max_sharpe,CAT,0.0
2022-07-01,equity_max_sharpe,CAT,0.0
2022-08-01,equity_max_sharpe,CAT,0.0
2022-09-01,equity_max_sharpe,CAT,0.0
2022-10-03,equity_max_sharpe,CAT,4.95063369025122e-17
2022-11-01,equity_max_sharpe,CAT,1.609927015003025e-16
2022-12-01,equity_max_sharpe,CAT,0.0
2023-01-03,equity_max_sharpe,CAT,3.7728867636873073e-17
2023-02-01,equity_max_sharpe,CAT,0.0
2023-03-01,equity_max_sharpe,CAT,0.07751094584088417
2023-04-03,equity_max_sharpe,CAT,4.651916067665321e-17
2023-05-01,equity_max_sharpe,CAT,0.0
2023-06-01,equity_max_sharpe,CAT,0.0
2023-07-03,equity_max_sharpe,CAT,0.0
2023-08-01,equity_max_sharpe,CAT,0.0
2023-09-01,equity_max_sharpe,CAT,0.04928011563776017
2023-10-02,equity_max_sharpe,CAT,0.08456081271938094
2023-11-01,equity_max_sharpe,CAT,3.6239039776936346e-17
2023-12-01,equity_max_sharpe,CAT,0.0
2021-01-04,equity_max_sharpe,CCI,9.870690071294396e-17
2021-02-01,equity_max_sharpe,CCI,0.0
2021-03-01,equity_max_sharpe,CCI,6.411184458965898e-17
2021-04-01,equity_max_sharpe,CCI,0.0
2021-05-03,equity_max_sharpe,CCI,0.0
2021-06-01,equity_max_sharpe,CCI,1.0472214205114759e-16
2021-07-01,equity_max_sharpe,CCI,0.0
2021-08-02,equity_max_sharpe,CCI,8.573268351668697e-17
2021-09-01,equity_max_sharpe,CCI,0.059686574403860666
2021-10-01,equity_max_sharpe,CCI,0.029236713078783637
2021-11-01,equity_max_sharpe,CCI,0.0
2021-12-01,equity_max_sharpe,CCI,6.463169355991792e-18
2022-01-03,equity_max_sharpe,CCI,0.0
2022-02-01,equity_max_sharpe,CCI,0.0
2022-03-01,equity_max_sharpe,CCI,0.0
2022-04-01,equity_max_sharpe,CCI,0.0
2022-05-02,equity_max_sharpe,CCI,1.5829699369891794e-17
2022-06-01,equity_max_sharpe,CCI,5.372470361928128e-17
2022-07-01,equity_max_sharpe,CCI,8.398894080221733e-18
2022-08-01,equity_max_sharpe,CCI,0.0
2022-09-01,equity_max_sharpe,CCI,4.07510378021151e-17
2022-10-03,equity_max_sharpe,CCI,4.2892008804059456e-17
2022-11-01,equity_max_sharpe,CCI,1.1726216333173275e-16
2022-12-01,equity_max_sharpe,CCI,2.0595365853540573e-16
2023-01-03,equity_max_sharpe,CCI,0.0
2023-02-01,equity_max_sharpe,CCI,4.92593724736048e-17
2023-03-01,equity_max_sharpe,CCI,4.20687041952182e-17
2023-04-03,equity_max_sharpe,CCI,3.771069249702389e-16
2023-05-01,equity_max_sharpe,CCI,0.0
2023-06-01,equity_max_sharpe,CCI,0.0
2023-07-03,equity_max_sharpe,CCI,7.27882766578984e-17
2023-08-01,equity_max_sharpe,CCI,1.5102903794483336e-17
2023-09-01,equity_max_sharpe,CCI,1.264943203022668e-16
2023-10-02,equity_max_sharpe,CCI,1.9447769370773358e-16
2023-11-01,equity_max_sharpe,CCI,1.3684090800676097e-16
2023-12-01,equity_max_sharpe,CCI,8.201166485084777e-17
2021-01-04,equity_max_sharpe,CMCSA,3.409953724541229e-17
2021-02-01,equity_max_sharpe,CMCSA,6.549032213044903e-17
2021-03-01,equity_max_sharpe,CMCSA,3.4882718370685204e-17
2021-04-01,equity_max_sharpe,CMCSA,1.4346593734754833e-17
2021-05-03,equity_max_sharpe,CMCSA,1.2016669290795916e-16
2021-06-01,equity_max_sharpe,CMCSA,0.0
2021-07-01,equity_max_sharpe,CMCSA,0.0
2021-08-02,equity_max_sharpe,CMCSA,0.0
2021-09-01,equity_max_sharpe,CMCSA,1.9299062827031067e-17
2021-10-01,equity_max_sharpe,CMCSA,0.0
2021-11-01,equity_max_sharpe,CMCSA,1.1607307722320512e-17
2021-12-01,equity_max_sharpe,CMCSA,1.0044143206909638e-16
2022-01-03,equity_max_sharpe,CMCSA,4.1079028858579804e-17
2022-02-01,equity_max_sharpe,CMCSA,0.0
2022-03-01,equity_max_sharpe,CMCSA,0.0
2022-04-01,equity_max_sharpe,CMCSA,1.503488725326721e-16
2022-05-02,equity_max_sharpe,CMCSA,9.174779603466475e-17
2022-06-01,equity_max_sharpe,CMCSA,0.0
2022-07-01,equity_max_sharpe,CMCSA,0.0
2022-08-01,equity_max_sharpe,CMCSA,2.110457412536742e-17
2022-09-01,equity_max_sharpe,CMCSA,0.0
2022-10-03,equity_max_sharpe,CMCSA,0.0
2022-11-01,equity_max_sharpe,CMCSA,4.3733661870106176e-17
2022-12-01,equity_max_sharpe,CMCSA,4.204671512361654e-17
2023-01-03,equity_max_sharpe,CMCSA,0.0
2023-02-01,equity_max_sharpe,CMCSA,0.0
2023-03-01,equity_max_sharpe,CMCSA,5.469928082873035e-17
2023-04-03,equity_max_sharpe,CMCSA,3.5941629037013507e-16
2023-05-01,equity_max_sharpe,CMCSA,1.1285135664139842e-16
2023-06-01,equity_max_sharpe,CMCSA,0.0
2023-07-03,equity_max_sharpe,CMCSA,0.0
2023-08-01,equity_max_sharpe,CMCSA,2.6731894353948035e-16
2023-09-01,equity_max_sharpe,CMCSA,1.1798768204180917e-16
2023-10-02,equity_max_sharpe,CMCSA,0.03526603759997208
2023-11-01,equity_max_sharpe,CMCSA,0.11418509364432791
2023-12-01,equity_max_sharpe,CMCSA,0.0
2021-01-04,equity_max_sharpe,COP,0.0
2021-02-01,equity_max_sharpe,COP,0.0
2021-03-01,equity_max_sharpe,COP,0.0
2021-04-01,equity_max_sharpe,COP,0.0
2021-05-03,equity_max_sharpe,COP,0.0
2021-06-01,equity_max_sharpe,COP,2.5149388261685657e-17
2021-07-01,equity_max_sharpe,COP,5.812250591209094e-17
2021-08-02,equity_max_sharpe,COP,0.0
2021-09-01,equity_max_sharpe,COP,0.0
2021-10-01,equity_max_sharpe,COP,0.0
2021-11-01,equity_max_sharpe,COP,0.024316682522331202
2021-12-01,equity_max_sharpe,COP,0.037222683653989994
2022-01-03,equity_max_sharpe,COP,0.09674192586609173
2022-02-01,equity_max_sharpe,COP,0.16805247166503456
2022-03-01,equity_max_sharpe,COP,0.14963503526748287
2022-04-01,equity_max_sharpe,COP,0.07763370170344971
2022-05-02,equity_max_sharpe,COP,0.17229616749193707
2022-06-01,equity_max_sharpe,COP,0.0523272254734232
2022-07-01,equity_max_sharpe,COP,0.0
2022-08-01,equity_max_sharpe,COP,0.0
2022-09-01,equity_max_sharpe,COP,0.07487823622668172
2022-10-03,equity_max_sharpe,COP,0.0
2022-11-01,equity_max_sharpe,COP,0.0
2022-12-01,equity_max_sharpe,COP,3.443003959780704e-16
2023-01-03,equity_max_sharpe,COP,1.867271230985383e-15
2023-02-01,equity_max_sharpe,COP,0.0
2023-03-01,equity_max_sharpe,COP,0.0
2023-04-03,equity_max_sharpe,COP,5.381490929564059e-16
2023-05-01,equity_max_sharpe,COP,1.8806312714257772e-16
2023-06-01,equity_max_sharpe,COP,0.0
2023-07-03,equity_max_sharpe,COP,0.0
2023-08-01,equity_max_sharpe,COP,0.0
2023-09-01,equity_max_sharpe,COP,0.0
2023-10-02,equity_max_sharpe,COP,5.2081746804539e-17
2023-11-01,equity_max_sharpe,COP,2.5992873385615603e-17
2023-12-01,equity_max_sharpe,COP,5.619821298771046e-17
2021-01-04,equity_max_sharpe,CVX,0.0
2021-02-01,equity_max_sharpe,CVX,2.6212890849049136e-17
2021-03-01,equity_max_sharpe,CVX,2.4970108234080017e-17
2021-04-01,equity_max_sharpe,CVX,6.236463902317349e-17
2021-05-03,equity_max_sharpe,CVX,0.0
2021-06-01,equity_max_sharpe,CVX,0.0
2021-07-01,equity_max_sharpe,CVX,4.678093854238346e-17
2021-08-02,equity_max_sharpe,CVX,0.0
2021-09-01,equity_max_sharpe,CVX,4.520245967048788e-17
2021-10-01,equity_max_sharpe,CVX,0.0
2021-11-01,equity_max_sharpe,CVX,0.0
2021-12-01,equity_max_sharpe,CVX,0.0
2022-01-03,equity_max_sharpe,CVX,5.6094150529629086e-18
2022-02-01,equity_max_sharpe,CVX,9.150200774389077e-17
2022-03-01,equity_max_sharpe,CVX,3.350498674340306e-17
2022-04-01,equity_max_sharpe,CVX,0.14625353227589072
2022-05-02,equity_max_sharpe,CVX,0.08628354086694003
2022-06-01,equity_max_sharpe,CVX,0.1999999999999998
2022-07-01,equity_max_sharpe,CVX,0.17570276562505022
2022-08-01,equity_max_sharpe,CVX,0.20000000000000007
2022-09-01,equity_max_sharpe,CVX,0.15475104604953985
