rebalance_date,EQ_ABBV,EQ_ABT,EQ_ADBE,EQ_AEP,EQ_AMD,EQ_AMGN,EQ_AMT,EQ_BA,EQ_CAT,EQ_CCI,EQ_CMCSA,EQ_COP,EQ_CVX,EQ_D,EQ_DD,EQ_DIS,EQ_DOW,EQ_DUK,EQ_EA,EQ_GE,EQ_GILD,EQ_GS,EQ_INTC,EQ_KO,EQ_MMM,EQ_MRK,EQ_MS,EQ_NEE,EQ_NEM,EQ_NKE,EQ_NUE,EQ_NVDA,EQ_O,EQ_OXY,EQ_PLD,EQ_PSA,EQ_QCOM,EQ_SBUX,EQ_SHW,EQ_SLB,EQ_SO,EQ_T,EQ_TMUS,EQ_TTWO,EQ_UPS,EQ_USB,EQ_V,EQ_WFC,EQ_WMT,EQ_XOM,CR_ADA-USD,CR_BCH-USD,CR_BTC-USD,CR_EOS-USD,CR_ETC-USD,CR_ETH-USD,CR_LTC-USD,CR_TRX-USD,CR_XLM-USD,CR_XRP-USD
2021-01-04,0.025127378571117517,0.021266393802988514,0.01698588428311706,0.022571237227414324,0.015458055996807009,0.022213323724849472,0.017619981574148683,0.0070389058211292686,0.017141461111607827,0.018782558330166847,0.01876424889656854,0.008099919800143874,0.008862401406094922,0.018382949547116258,0.0148800259260677,0.016259552124018025,0.008758843687059762,0.017889377744464256,0.029191665724897942,0.013906487336340733,0.03438229777187125,0.013726018369736233,0.015040587591710838,0.021273850294894828,0.020753012434624844,0.025595629190848183,0.012176868722922861,0.017998690082737707,0.03644963267814324,0.01906479084164862,0.010393813527827733,0.013806932653560146,0.014609680190884334,0.006594789271132808,0.01602103225102908,0.023666546338385372,0.01084277812708965,0.015799739567944126,0.01820083671773544,0.007836784134337086,0.016763485155647545,0.020396979261401053,0.01996885985816421,0.027365160862394152,0.02224861108990631,0.013266493681811813,0.015960959987411687,0.012517717277744582,0.03137683832944847,0.010636831909412576,0.010770840090062527,0.01170901384887052,0.015344439357449611,0.012425078400486242,0.012668964241999961,0.011474016183366605,0.012088870124572191,0.013175464705587586,0.007908616581806052,0.008497795657273412
2021-02-01,0.02483558013258126,0.021446240203399004,0.01718292667925188,0.022890295044246216,0.011052271011663973,0.02234593229350293,0.01787806343705833,0.010048040416885184,0.017072225970535326,0.01910617740652522,0.01872224013582149,0.008069472239618396,0.012640675748419636,0.018704684737139557,0.014692490778795237,0.01624576492853644,0.012498906101745748,0.01810643210763595,0.030132738532714316,0.013953309776960519,0.033962001254816104,0.013781475755084678,0.010565351851995124,0.02164119819482836,0.021412393561019254,0.02560713111091287,0.012193863312037936,0.017522768571910194,0.035301550550665625,0.019091422592106624,0.01489969706617749,0.009863698767686543,0.014848546676199925,0.006587757826262625,0.0162000810060718,0.016870286450289235,0.015495133564062602,0.015750726282267844,0.0185199331457275,0.0077774317885629645,0.016778473313022735,0.02067925293068396,0.019792524798920925,0.027307314511929456,0.022473270240688733,0.013190527053244819,0.01612607570275797,0.008589345289911617,0.03148808223526014,0.015165166162316057,0.010251772126899724,0.011494643517778196,0.014526832914624659,0.01225606227421194,0.012681931737280279,0.011097004241745236,0.011770101137435506,0.013406367403814491,0.007017374576762022,0.00839096081898952
2021-03-01,0.025664942437595265,0.021944468432758102,0.017335118579897155,0.0234991517321375,0.011372951392350311,0.023317923605146212,0.01796623083601458,0.010050825539112547,0.017468521135006247,0.019634406088731148,0.01918372762821158,0.00821712155256839,0.012853184330509929,0.018996524789820876,0.010588944876926683,0.016483784898327847,0.012813921662870917,0.018429598109993086,0.03061702929321661,0.014198940256479298,0.032876983486874414,0.013863148466447877,0.010756944902155037,0.02183325135699387,0.021702202379860855,0.025723137005726763,0.01232907204718032,0.017725184514500184,0.035444461306502265,0.019553125471747448,0.015141238579985039,0.014308249941512974,0.015049317648018541,0.006647378558396318,0.016599084979657536,0.02481389114867484,0.011082476118471928,0.015917761657740767,0.018815119569323333,0.00789578423256041,0.016901932135544077,0.02071854405709122,0.01441678671560982,0.019375662992681536,0.023563939745210323,0.009308702498729384,0.016580680367486795,0.008565023134848145,0.03210739895003844,0.015537583187863536,0.010295127308931624,0.011361888666371776,0.014104220498056687,0.012037753287479469,0.012320473335934737,0.010994464194500052,0.011559412148960497,0.013214639478815914,0.009934440360042837,0.008386196385797982
2021-04-01,0.028365387290558753,0.024609661796246896,0.018375500823571506,0.022337968833753646,0.011000406896664018,0.02739303707917519,0.019142523812463542,0.0061429659435573445,0.015314812897298682,0.02134100648019693,0.017427413591074078,0.011374978182959019,0.01263310111470037,0.026300425781964426,0.013736434932463334,0.01645081362997181,0.007994006230063381,0.02213855873931872,0.03642431878557807,0.00959019053953051,0.028078536718010413,0.01488796723420763,0.011773588247043035,0.019261372662538932,0.02264958063809236,0.025413121585006162,0.013083100075384567,0.0185578121184352,0.026626833145423474,0.01974358816182406,0.009875505181177593,0.009853998909371633,0.016005732926167863,0.005105275101427387,0.01618845751254861,0.030087605816786524,0.010409222446709384,0.016354185935351297,0.01903574924213321,0.006664069694144917,0.01771300345505663,0.02163204419698195,0.022372939369622726,0.02337994814518824,0.01916895101741448,0.012057143654351723,0.015409403578725143,0.011846779750715842,0.04176984879532598,0.013126716693352095,0.008363636943820182,0.00926872830805621,0.012333112982836889,0.009234599544249548,0.007285090357823923,0.008928384712131242,0.009555163190919062,0.01254110487130301,0.007042898145560877,0.009221685553669853
2021-05-03,0.030293080214940437,0.023033476238151114,0.019245870913441408,0.028338316983312458,0.010402625906032591,0.026623696561828544,0.020956795648302856,0.005493511534828505,0.014736134247725786,0.021776748661589296,0.017567198719733924,0.007388633705943143,0.012574718726672183,0.033109786043387046,0.013503699596595016,0.015160637444459014,0.00785159437593827,0.026695212614829867,0.03208923301652572,0.008535184648406835,0.029031897054737972,0.014309975558734788,0.011528102343405358,0.02025834925858179,0.022344621665878583,0.029451181835239093,0.013463902889146331,0.01995044499971907,0.025051999324621394,0.020031141800206664,0.008539968296411612,0.009964624194370537,0.017235575060023493,0.0045919292660234695,0.01753208711277719,0.02789038099754889,0.009156050281579564,0.016483181095556,0.02338712286907767,0.006125342650666612,0.021431037916595244,0.02467192016989846,0.018251857931781447,0.027964055669818216,0.01799366849051974,0.012443040649208042,0.0170465308918185,0.011337673918261766,0.040455777319643706,0.011728579151827873,0.007155338858689955,0.007318766434157177,0.010748362556013318,0.007614274422024761,0.008309233806672518,0.008502123033813754,0.007798368141703486,0.007201959969922954,0.0056259965907454156,0.004697399719933526
2021-06-01,0.024824895604656918,0.023262384344792206,0.017918688901147777,0.03131846260524235,0.010703065584188863,0.016952670625176726,0.021482532954141455,0.00803853917702541,0.015984172827892825,0.023714652522665094,0.017534157319900122,0.007280825811357869,0.012614095040975356,0.03367679434241257,0.013503309976074082,0.016483358903335802,0.008463369375312661,0.028124590388866843,0.029964716891128805,0.01354829713868982,0.03048235180743072,0.014874634355846387,0.016397399029633428,0.020561838068304358,0.024549535519225594,0.028588476162292334,0.014560521705634754,0.020892708355568886,0.02165049631746113,0.019418223045710174,0.008185200935240758,0.00947177218591508,0.01801464845475121,0.004756059090980757,0.01901373491056682,0.0333530133929917,0.009326242263146914,0.015939280758280706,0.022387115472342362,0.006684472439393801,0.023754647760521,0.026346462827154908,0.019399768786181076,0.02919190677900123,0.018247020091326744,0.013667913911766954,0.016879870717992716,0.012366015319705463,0.036468796283670224,0.012233778855655433,0.005364377341683483,0.005053975600564635,0.00846126120639339,0.0035586488755276267,0.00518351980173101,0.00656330957329813,0.005759200038863669,0.007230699071565732,0.004463655721593789,0.005303866830101421
2021-07-01,0.02375335974915308,0.017133563261941497,0.018488650320400167,0.031833649436938664,0.0155080380194827,0.021778817626657482,0.023690382326922586,0.00972094082380912,0.016994972526614395,0.027532334012944228,0.016287899866182006,0.007319754063848083,0.012597198863948562,0.031172537206044217,0.013122307358624517,0.017238188365843225,0.012439123033974714,0.027186508336942045,0.02473440425934437,0.014993184339719662,0.027283983343291445,0.01656245500313566,0.015061686013132968,0.021509593296797264,0.027345468578994826,0.03056893542752102,0.014384158127029633,0.01929068900387036,0.012605596408405511,0.022889138601425642,0.008064722380677701,0.012897194735880463,0.019841498863494515,0.005921582162296318,0.02034113147120517,0.03846071647125662,0.013033313360198485,0.01778149068931017,0.023326565175635097,0.007057744168846209,0.02336917795751718,0.03159787789798577,0.018412977077117674,0.017690252236548232,0.019351572977922418,0.014824775466278327,0.016186452881864405,0.01355202984999298,0.028652509033190433,0.009009790857835308,0.0047509846675720824,0.004381454343816218,0.007271793033628069,0.0030999729407774172,0.004418240562642929,0.005664950457563906,0.004869435145510499,0.006762719000283132,0.003868332157597315,0.0045112243726154015
2021-08-02,0.022891765916134767,0.025420324354338344,0.018553462747330086,0.031144021151198076,0.014963764896859383,0.022046949472370188,0.024430999133202156,0.0067872771874843635,0.016829341310454236,0.029067529381213694,0.016404493987358923,0.007349258613307999,0.012766394656093081,0.02986124598770335,0.008895913279638137,0.016742364598359018,0.012444364679666186,0.027747867979767655,0.024462587204446964,0.01017949534393344,0.026592952530177284,0.016193500598782763,0.015183956952337114,0.02218589386552512,0.027449218810647942,0.031224965430991496,0.014001488601751886,0.020003879272896895,0.017849149004514158,0.02338592419282586,0.00776759843252971,0.012739445854991479,0.02056996313605198,0.006001940855056234,0.02047111963905588,0.037859504489681735,0.012150528859913043,0.017862291978050365,0.024618419482322577,0.007022731075081587,0.023949143742282797,0.03103703789053458,0.01824542357330197,0.025763860837690132,0.019006586708412185,0.009892106301815222,0.016174404611557298,0.00909348925611108,0.026948161639203546,0.012790486152104428,0.004601620116642377,0.004289766419065837,0.007107449555537506,0.0029781884651328265,0.003005252945650295,0.0054131216965775655,0.004758715280198961,0.006637844182452991,0.0037527898414622,0.004430655840221011
2021-09-01,0.022635559110544046,0.02576533782036053,0.017983332521669605,0.03262970817511878,0.01101431676979148,0.014610403960105179,0.025494416234058993,0.006742150469475155,0.01637592359443614,0.030501802880286966,0.01626339267160905,0.007470116451299026,0.0129492415000527,0.03064118184209146,0.013123235157695581,0.016675594302394167,0.012716616406084024,0.028468721482376835,0.025639850207845958,0.010487940520474817,0.02683905972422504,0.015939100138769806,0.01537857664832261,0.022743376632131072,0.02724178872394269,0.03056260830470504,0.01366631751995692,0.02087049936465308,0.01836050430009638,0.022772249496954212,0.007819720460256332,0.008963530198715947,0.021611370029705233,0.006077135403965762,0.020966067201513353,0.04013003833499184,0.012077559771820933,0.017581707476037583,0.02444684200182416,0.007102567105453398,0.024636287066310956,0.03064260812169177,0.018652714225497094,0.019322771412654777,0.01977859808918945,0.0138014602342422,0.016045422487634096,0.012716335801236718,0.028169171146786316,0.009006853926156369,0.004473123220878003,0.004258909414211066,0.007076010450334165,0.004219799080479128,0.004270996595474653,0.005464279035100517,0.004748496735487179,0.006686764936542655,0.0037212544587608967,0.0029686826455202014
2021-10-01,0.01508692331682218,0.02743232058063562,0.019234787071245613,0.0301006468278959,0.011364087344935393,0.02196530408968206,0.02668243675112285,0.006838689760584889,0.010721056523738203,0.03482348645709153,0.014964517019424197,0.010558842053041795,0.012669678914965066,0.02916496312910708,0.009604177402835172,0.015341528979964776,0.012490023136381527,0.02885736190554503,0.02932804337869271,0.011011810146688499,0.026408816034825654,0.015103327721316022,0.015471598801283033,0.02296995921471277,0.02739892486436646,0.031820524400290234,0.013435457113066417,0.020313991553829895,0.019187173593320193,0.018265888381512205,0.007382003750646433,0.014360520112246004,0.021017827641682422,0.0057431905068517615,0.02282756349415689,0.04034111340365935,0.012415147331610843,0.017525554764442744,0.025355424550439213,0.006930892459669662,0.023079077808413048,0.028513923583096568,0.018703874179672682,0.02794950782589912,0.019997766472142502,0.01408722972723941,0.01661730212819343,0.008684102322034688,0.02863788028721232,0.011833126373216986,0.004207565611238353,0.003900041981044171,0.006302811237353336,0.0026113269284950076,0.003684071747971309,0.004902697349667976,0.004291490408920432,0.003388920427525135,0.0023548235090476008,0.003736875607287631
