date,combined_risk_parity_pdais_guardrail
2021-07-23,0.008290528398766728
2021-07-26,0.004239038006213238
2021-07-27,0.0013599217435227482
2021-07-28,0.0015313837556826864
2021-07-29,0.004801878335938277
2021-07-30,-0.0026787854133304228
2021-08-02,-0.0008430821945840294
2021-08-03,0.003391267518605636
2021-08-04,-0.004843446817505095
2021-08-05,0.005171835630463848
2021-08-06,0.0018418404905277221
2021-08-09,0.001095524451811007
2021-08-10,0.004076075718508111
2021-08-11,0.009446816272317762
2021-08-12,0.001403406913449084
2021-08-13,0.0076646021350205195
2021-08-16,0.0005003794135954658
2021-08-17,-0.004503696907820989
2021-08-18,-0.010896055661246715
2021-08-19,0.0021202800846222194
2021-08-20,0.007064683611838161
2021-08-23,0.005668498275342026
2021-08-24,-0.004395595937005752
2021-08-25,-9.045457101704448e-05
2021-08-26,-0.008055032541068402
2021-08-27,0.010269470257264978
2021-08-30,0.0001860340608035055
2021-08-31,0.002589169020904306
2021-09-01,0.003342531609259848
2021-09-02,0.005900858622237472
2021-09-03,-0.0002748702614177894
2021-09-07,-0.018686308826030805
2021-09-08,0.0020864699861232157
2021-09-09,-0.007732941108111843
2021-09-10,-0.006285919744529605
2021-09-13,8.791049934043447e-05
2021-09-14,-0.00530697929779138
2021-09-15,0.006367668552106334
2021-09-16,-0.005577392426407278
2021-09-17,-0.011934236408041152
2021-09-20,-0.01780491671205633
2021-09-21,-0.004747305386339101
2021-09-22,0.009644474213691856
2021-09-23,0.007238916378679421
2021-09-24,-0.00633227030852408
2021-09-27,-0.003541007902232892
2021-09-28,-0.011220090023052246
2021-09-29,0.0068660183024141334
2021-09-30,-0.0073858883525231315
2021-10-01,0.013286100651890483
2021-10-04,-0.002222327897681508
2021-10-05,0.005205655228399672
2021-10-06,0.004274518959091025
2021-10-07,0.0061425479878755756
2021-10-08,-0.0029884303516813293
2021-10-11,-0.00769005259412516
2021-10-12,-0.0002464565248616351
2021-10-13,0.0048826137305083405
2021-10-14,0.012292339487100854
2021-10-15,0.003137378670063903
2021-10-18,-0.0017033722932306324
2021-10-19,0.011201404465082488
2021-10-20,0.011546605043689656
2021-10-21,0.002051915127015233
2021-10-22,0.001079788694556395
2021-10-25,0.004752869666880975
2021-10-26,0.0040328766829200785
2021-10-27,-0.015659685458074203
2021-10-28,0.010438589142645274
2021-10-29,-0.001982552961597496
2021-11-01,0.004761952929682546
2021-11-02,0.006006411525964377
2021-11-03,0.004938720018367756
2021-11-04,0.0017612875386233923
2021-11-05,-7.703356541925033e-05
2021-11-08,0.003043942839033061
2021-11-09,0.0023702998422134992
2021-11-10,-0.004361744017965282
2021-11-11,2.2779591885047403e-05
2021-11-12,0.0013728314795775811
2021-11-15,-0.0016911805612270534
2021-11-16,-0.004400253260941655
2021-11-17,-0.0036860136514041933
2021-11-18,-0.004966168824140366
2021-11-19,-0.0038426914134387035
2021-11-22,-0.0011004486940602016
2021-11-23,0.00686437904970671
2021-11-24,0.0003298771271077253
2021-11-26,-0.0200606840986499
2021-11-29,0.006971886606498823
2021-11-30,-0.021384515861896932
2021-12-01,-0.01132715222697331
2021-12-02,0.019164165586895484
2021-12-03,-0.0002935859775672535
2021-12-06,0.01404489745375187
2021-12-07,0.01085461437751248
2021-12-08,0.001186107026156751
2021-12-09,-0.007858918321042374
2021-12-10,0.004428162198608154
2021-12-13,-0.0035644543811951595
2021-12-14,-0.002194151137820711
2021-12-15,0.012013118164008173
2021-12-16,0.004783908763475619
2021-12-17,-0.01212220933237293
2021-12-20,-0.004331045842801681
2021-12-21,0.010782912416289241
2021-12-22,0.005871638705300482
2021-12-23,0.005786406683037041
2021-12-27,0.01168131351548184
2021-12-28,0.00023968932827795583
2021-12-29,0.0002653325610405419
2021-12-30,6.42803938832739e-05
2021-12-31,-0.001517853873108271
2022-01-03,0.0017360343177284204
2022-01-04,0.0033706013497670387
2022-01-05,-0.01016926119054099
2022-01-06,-0.0015079330222291351
2022-01-07,0.00018138024984388232
2022-01-10,-0.007080816424459919
2022-01-11,0.007005557901357237
2022-01-12,0.004680763334646833
2022-01-13,-0.004990559629457161
2022-01-14,-0.00032563893572801206
2022-01-18,-0.009404098280969967
2022-01-19,-0.004400426479936916
2022-01-20,-0.011308931032789984
2022-01-21,-0.012509069167146124
2022-01-24,-0.0005645537972261531
2022-01-25,-0.004486294914058804
2022-01-26,-0.01062325200343648
2022-01-27,-0.002562035565500971
2022-01-28,0.01784785082262048
2022-01-31,0.012134196427967727
2022-02-01,0.006732117555046076
2022-02-02,0.007651967833717255
2022-02-03,-0.007007183963465309
2022-02-04,-0.00018999425460288584
2022-02-07,0.003834896711112821
2022-02-08,0.00305035622992716
2022-02-09,0.010017397509637673
2022-02-10,-0.0180619245767453
2022-02-11,-0.009127901488741628
2022-02-14,-0.006019026825509658
2022-02-15,0.008591390239397789
2022-02-16,-0.0011117153538184597
2022-02-17,-0.014041879169562706
2022-02-18,-0.007005308320934652
2022-02-22,-0.003482058978687343
2022-02-23,-0.010096742758765213
2022-02-24,0.003402674621191084
2022-02-25,0.026493328706658385
2022-02-28,-0.0007665274858627188
2022-03-01,-0.008591226601333806
2022-03-02,0.015563474716544904
2022-03-03,0.0025713846515910705
2022-03-04,0.0015719443279479867
2022-03-07,-0.013183702786646125
2022-03-08,-0.006749639804311316
2022-03-09,0.01303707237861609
2022-03-10,-0.0018846449163500549
2022-03-11,-0.006669477411574306
2022-03-14,-0.005195422544178225
2022-03-15,0.0081678607076651
2022-03-16,0.012839657111095802
2022-03-17,0.013283355527143837
2022-03-18,0.003923460639702503
2022-03-21,0.003359076970519001
2022-03-22,0.007231429624935808
2022-03-23,-0.007416249105980817
2022-03-24,0.008835090447149545
2022-03-25,0.00874128974231393
2022-03-28,0.0027138072924466185
2022-03-29,0.012392920584230468
2022-03-30,-0.0012631946532219065
2022-03-31,-0.012940566988824233
2022-04-01,0.009148161124819969
2022-04-04,0.0006276398754291268
2022-04-05,-0.00678039639146133
2022-04-06,0.001422983093631259
2022-04-07,0.003235783349278687
2022-04-08,0.002761201491597505
2022-04-11,-0.014121229031590238
2022-04-12,0.000827048755431379
2022-04-13,0.007909959437187399
2022-04-14,-0.0010840784172227121
2022-04-18,-0.0008342314424787681
2022-04-19,0.010848186631331493
2022-04-20,0.002858145830633837
2022-04-21,-0.010933179622790803
2022-04-22,-0.020663239575661227
2022-04-25,-0.0022951349376533854
2022-04-26,-0.01931503896764222
2022-04-27,0.0015530134095198293
2022-04-28,0.015031700437745222
2022-04-29,-0.033730272706485105
2022-05-02,-0.00017777553439572702
2022-05-03,0.004432406133464307
2022-05-04,0.029813203834166125
2022-05-05,-0.023374808324740377
2022-05-06,-0.00282356330151913
2022-05-09,-0.03184052894494945
2022-05-10,-0.004987775833321699
2022-05-11,-0.00613160705175086
2022-05-12,0.0012764189371469968
2022-05-13,0.018437301863239004
2022-05-16,3.740654581185673e-05
2022-05-17,0.013501013684643709
2022-05-18,-0.026758309586887078
2022-05-19,0.00027406894463574146
2022-05-20,0.0018734488197208218
2022-05-23,0.014115326690594112
2022-05-24,0.00723450449968691
2022-05-25,0.005825684096671809
2022-05-26,0.006865708187284263
2022-05-27,0.014079557767550061
2022-05-31,-0.007117810455636956
2022-06-01,-0.009308092446351668
2022-06-02,0.010982366216968043
2022-06-03,-0.008228740629455191
2022-06-06,0.0008088291401587555
2022-06-07,0.007381257023618925
2022-06-08,-0.012765431479281187
2022-06-09,-0.02097685002434481
2022-06-10,-0.02139951268227708
2022-06-13,-0.041690552122945625
2022-06-14,-0.009075120900348423
2022-06-15,0.01115096890144829
2022-06-16,-0.02599636132255382
2022-06-17,-0.001493130229473246
2022-06-21,0.020836989461159756
2022-06-22,-0.0010140339520547967
2022-06-23,0.009821484557446159
2022-06-24,0.023925713240031846
2022-06-27,-0.002558648196454939
2022-06-28,-0.011330735381821364
2022-06-29,-0.0024982798333442065
2022-06-30,-0.005889466445183187
2022-07-01,0.011587933228717226
2022-07-05,-0.008188628254936997
2022-07-06,0.001624139477629058
2022-07-07,0.009939668188162592
2022-07-08,-0.0032251785448486276
2022-07-11,-0.006756685861827771
2022-07-12,-0.005650699849896048
2022-07-13,-0.0009762310324729238
2022-07-14,-0.002773812049533174
2022-07-15,0.015674115651041667
2022-07-18,-0.00028075170274344203
2022-07-19,0.02063938424657081
2022-07-20,-0.0050243523820272425
2022-07-21,0.004557981472775205
2022-07-22,-0.00189040755779959
2022-07-25,-0.003222726480931164
2022-07-26,-0.001801121132586819
2022-07-27,0.013335338504116175
2022-07-28,0.01470479402310337
2022-07-29,0.005512466726718245
2022-08-01,-0.002955111457440695
2022-08-02,-0.00960410387111371
2022-08-03,0.006940039817492847
2022-08-04,-0.0018627275588430753
2022-08-05,0.0022879121699786896
2022-08-08,0.0026275714096519434
2022-08-09,-0.0010252169253134762
2022-08-10,0.015499035468684847
2022-08-11,0.0031386310040651256
2022-08-12,0.014393534091765135
2022-08-15,0.004561854751963265
2022-08-16,0.004827812286641912
2022-08-17,-0.007021900520181322
2022-08-18,9.474027628598509e-05
2022-08-19,-0.012289774256337385
2022-08-22,-0.014709481179909454
2022-08-23,-0.0006520207925275897
2022-08-24,0.000731779422281993
2022-08-25,0.010753875419603206
2022-08-26,-0.027522738064945564
2022-08-29,-0.000797979217039585
2022-08-30,-0.012352990277052577
2022-08-31,-0.005572326634436794
2022-09-01,0.006117759106852652
2022-09-02,-0.009261727225410635
2022-09-06,-0.006820653711712125
2022-09-07,0.01881625011956189
2022-09-08,0.004097968482200849
2022-09-09,0.014885540931701271
2022-09-12,0.007836407578033612
2022-09-13,-0.037799511602711736
2022-09-14,0.004787527230707391
2022-09-15,-0.01675273572993918
2022-09-16,-0.0034571887999386994
2022-09-19,0.006258239691031833
2022-09-20,-0.01366822716637199
2022-09-21,-0.01711513854501328
2022-09-22,-0.00015852500069135395
2022-09-23,-0.017605028538817714
2022-09-26,-0.013916653709595996
2022-09-27,-0.0063280215497521965
2022-09-28,0.018692133578864626
2022-09-29,-0.01685316827695381
2022-09-30,-0.015005141191982676
2022-10-03,0.029152904636317683
2022-10-04,0.025955524591492505
2022-10-05,-0.005800190144072926
2022-10-06,-0.013242613667180306
2022-10-07,-0.019276936971545765
2022-10-10,-0.005229973816625375
2022-10-11,-0.0011605002523649472
2022-10-12,-0.007347343905918574
2022-10-13,0.02440357670283387
2022-10-14,-0.014266463582788665
2022-10-17,0.017911695045808917
2022-10-18,0.010321159679997548
2022-10-19,-0.010702833639522898
2022-10-20,-0.004831223317689193
2022-10-21,0.020937859762023465
2022-10-24,0.007982129149123596
2022-10-25,0.017126846063187897
2022-10-26,0.008844553812892371
2022-10-27,-0.0013368754540612037
2022-10-28,0.023318009795197766
2022-10-31,-0.006355567376934195
2022-11-01,0.000942988933917476
2022-11-02,-0.01619570326750903
2022-11-03,-0.001895479772954331
2022-11-04,0.02026193294215725
2022-11-07,0.006020713796450554
2022-11-08,-0.0019786151950955625
2022-11-09,-0.02812074175309631
2022-11-10,0.05096272878243969
2022-11-11,0.004629881579062944
2022-11-14,-0.005651606824654257
2022-11-15,0.00903246404792838
2022-11-16,-0.007428492935286457
2022-11-17,-0.0014128160022212825
2022-11-18,0.0064692363833633425
2022-11-21,0.0012577648604498535
2022-11-22,0.014730768245383967
2022-11-23,0.005991482684966802
2022-11-25,0.00105492635440966
2022-11-28,-0.01648959901406322
2022-11-29,0.0049872832482489695
2022-11-30,0.022033319428668218
2022-12-01,-0.0015505057055558921
2022-12-02,0.002202509350328906
2022-12-05,-0.014100526676524023
2022-12-06,-0.007721246353239958
2022-12-07,-0.001302103178145085
2022-12-08,0.006717493609434304
2022-12-09,-0.010421663744124765
2022-12-12,0.013684799597500472
2022-12-13,0.008298870163812908
2022-12-14,-0.006982127828859752
2022-12-15,-0.019184430168131986
2022-12-16,-0.014369192201342064
2022-12-19,-0.006899667257639687
2022-12-20,0.005018339050544296
2022-12-21,0.014076435101754547
2022-12-22,-0.006880801988205827
2022-12-23,0.006584961500323669
2022-12-27,0.001107910859589219
2022-12-28,-0.012996513712986773
2022-12-29,0.010149297317253963
2022-12-30,-0.0021599500941047495
2023-01-03,0.0031993223892631787
2023-01-04,0.01654714288182082
2023-01-05,-0.0062537093284871755
2023-01-06,0.021172658730380954
2023-01-09,-0.001672209964778296
2023-01-10,0.00603972810504273
2023-01-11,0.009886092329281879
2023-01-12,0.005334762383641864
2023-01-13,0.005537469850749771
2023-01-17,-0.005567438495000668
2023-01-18,-0.019111048644078227
2023-01-19,-0.0033942738570947994
2023-01-20,0.01605534484892925
2023-01-23,0.008095811992768234
2023-01-24,-0.005437498611160962
2023-01-25,0.00391890710779056
2023-01-26,0.004277196827857735
2023-01-27,-0.0009862861982810457
2023-01-30,-0.010344540493131885
2023-01-31,0.011670455301095638
2023-02-01,0.00266471610243797
2023-02-02,-0.003212435296439807
2023-02-03,-0.009879848273141267
2023-02-06,-0.0037195313110559482
2023-02-07,0.01078675367752635
2023-02-08,-0.009593186354707642
2023-02-09,-0.012012138291336417
2023-02-10,0.009403490892676449
2023-02-13,0.007264056895992905
2023-02-14,-0.0013375643041252435
2023-02-15,0.00534130015707161
2023-02-16,-0.014539396041433552
2023-02-17,0.005682415206544206
2023-02-21,-0.014926716131883823
2023-02-22,-0.005792526461134959
2023-02-23,0.0012094665481804598
2023-02-24,-0.010113815099945026
2023-02-27,0.0004135362069772138
2023-02-28,-0.006141183469602017
2023-03-01,0.00010251172832095898
2023-03-02,0.00805344451055682
2023-03-03,0.008980964465209275
2023-03-06,0.0003152155158174906
2023-03-07,-0.01618422159603834
2023-03-08,-0.001586073931160832
2023-03-09,-0.01962115358560639
2023-03-10,-0.010443721590905303
2023-03-13,0.00314903269940413
2023-03-14,0.012624873032095453
2023-03-15,-0.008894420083356192
2023-03-16,0.009893670412885051
2023-03-17,-0.00682247908495466
2023-03-20,0.008823095033511271
2023-03-21,0.010526418132517387
2023-03-22,-0.021797259987722008
2023-03-23,0.004602331532622395
2023-03-24,0.0077914588546060225
2023-03-27,0.002851773962720931
2023-03-28,0.003830999881092667
2023-03-29,0.014461272848870825
2023-03-30,0.00393385360042096
2023-03-31,0.01209576868668227
2023-04-03,0.006129167229728501
2023-04-04,-0.0016302471113142144
2023-04-05,0.007476447917638694
2023-04-06,-0.0002438405693127052
2023-04-10,0.003403321145836969
2023-04-11,0.002326501892510761
2023-04-12,-0.0016082646680310021
2023-04-13,0.008341488085643134
2023-04-14,-0.004514826866525424
2023-04-17,0.0023476389919417687
2023-04-18,0.0008540310770754661
2023-04-19,-0.00294935215818706
2023-04-20,-0.007933026037129379
2023-04-21,-0.0012769671179001026
2023-04-24,0.0010590160688808041
2023-04-25,-0.008792795020484388
2023-04-26,-0.014098974056648492
2023-04-27,0.012345491442664577
2023-04-28,0.006603661975381003
2023-05-01,-0.0037295490671311713
2023-05-02,-0.01242873933745206
2023-05-03,-0.008914651570442139
2023-05-04,-0.004131105418608948
2023-05-05,0.015389458075177907
2023-05-08,-0.004136711741955054
2023-05-09,-0.002629187707675875
2023-05-10,-0.0011742291281914019
2023-05-11,-0.008652086821129413
2023-05-12,0.00048540182487985246
2023-05-15,0.0024246583058195573
2023-05-16,-0.014656316413988523
2023-05-17,0.008688567261143075
2023-05-18,0.0019783414956096416
2023-05-19,-0.001103252361443516
2023-05-22,3.410263031218658e-05
2023-05-23,-0.005533055654285185
2023-05-24,-0.01046922142605722
2023-05-25,-0.005878869746210807
2023-05-26,0.005921146900968322
2023-05-30,-0.0017504630949949616
2023-05-31,-0.0015264728621245676
2023-06-01,0.0012961895932949382
2023-06-02,0.01910021262531804
2023-06-05,-0.008239343260220683
2023-06-06,0.0036483469220613225
2023-06-07,0.004708387510161666
2023-06-08,0.004804153101627062
2023-06-09,-0.004119460851372828
2023-06-12,0.00251777628675995
2023-06-13,0.005979468028210731
2023-06-14,-0.0042417968752039075
2023-06-15,0.010106024831491632
2023-06-16,0.0022298702725438366
2023-06-20,-0.008256219177699196
2023-06-21,0.004743776986892136
2023-06-22,-0.003276155159710392
2023-06-23,-0.0006133656235659742
2023-06-26,0.006146879527523147
2023-06-27,0.00596133951173946
2023-06-28,-0.0053063936886807005
2023-06-29,0.007578293767314203
2023-06-30,0.014927022669400292
2023-07-03,0.00440095100271203
2023-07-05,-0.002772342855924205
2023-07-06,-0.012787171577329691
2023-07-07,-0.0011147997230033316
2023-07-10,0.0048798190951876205
2023-07-11,0.011157736555929196
2023-07-12,0.005448741186711031
2023-07-13,0.02202319505685009
2023-07-14,-0.010036000144435628
2023-07-17,-0.0058560145976819244
2023-07-18,0.004351831077122388
2023-07-19,0.009054787411611313
2023-07-20,0.0059608309015373034
2023-07-21,0.005286832611837034
2023-07-24,0.00023701555421781436
2023-07-25,0.001233139235799282
2023-07-26,0.003394381230068938
2023-07-27,-0.004524106182608596
2023-07-28,0.003154921254664289
2023-07-31,0.0003680733451036278
2023-08-01,-0.0036707080285873495
2023-08-02,-0.012913005649237239
2023-08-03,-0.0062921075446214884
2023-08-04,-0.002844481637738411
2023-08-07,0.009146514671948412
2023-08-08,-0.0007279593333381099
2023-08-09,-0.0002477677506581042
2023-08-10,8.437409936968312e-05
2023-08-11,0.0028261870816735702
2023-08-14,0.0004034715479375069
2023-08-15,-0.012900159303116467
2023-08-16,-0.009293999567512621
2023-08-17,-0.011758641246294745
2023-08-18,0.0019519332796712407
2023-08-21,-0.0027371147672426563
2023-08-22,-0.0052763035426976026
2023-08-23,0.009188802294739932
2023-08-24,-0.010880828259901058
2023-08-25,0.0044718459625823085
2023-08-28,0.00530594947362142
2023-08-29,0.014218984260031172
2023-08-30,-0.0007373765901113901
2023-08-31,-0.007368621289017933
2023-09-01,0.0019891128530137737
2023-09-05,-0.009201548619307545
2023-09-06,-0.0033693247884116254
2023-09-07,0.00311880989312351
2023-09-08,0.003153785271429825
2023-09-11,-9.740084162920132e-05
2023-09-12,0.004298415062495342
2023-09-13,0.0003747664223252103
2023-09-14,0.012882824321037604
2023-09-15,-0.007013546027387087
2023-09-18,0.0019072252441003424
2023-09-19,-0.0015506484152790067
2023-09-20,-0.0038550472902719865
2023-09-21,-0.01710142963288189
2023-09-22,-0.002953329318935087
2023-09-25,0.001965637103115897
2023-09-26,-0.010212180740163512
2023-09-27,-0.0016307693319041077
2023-09-28,0.004402221227966139
2023-09-29,-0.0020028610730574133
2023-10-02,-0.015589889145821347
2023-10-03,-0.006909826771390335
2023-10-04,0.0010850673493228325
2023-10-05,-0.0034500516098096108
2023-10-06,0.009092370875928922
2023-10-09,0.005673245978604127
2023-10-10,0.006541075838360424
2023-10-11,0.002491295481833165
2023-10-12,-0.008029948002370887
2023-10-13,0.003605489793196581
2023-10-16,0.011121281454601412
2023-10-17,0.0009965191480827004
2023-10-18,-0.011849216605014954
2023-10-19,-0.0070210344430893246
2023-10-20,-0.0039415983188699245
2023-10-23,-0.0011570203065479128
2023-10-24,0.009926559536851665
2023-10-25,-0.00735245622108872
2023-10-26,-0.0012154965103773061
2023-10-27,-0.013202600183195124
2023-10-30,0.009057883496294
2023-10-31,0.005152949885064606
2023-11-01,0.005976630126003221
2023-11-02,0.020234593027025034
2023-11-03,0.009548520309929493
2023-11-06,-0.0014695038198866625
2023-11-07,-0.003875187465055217
2023-11-08,-0.0006100308541753329
2023-11-09,-0.007793714910564471
2023-11-10,0.009786816675701882
2023-11-13,-0.0018840110014602075
2023-11-14,0.016239109973517005
2023-11-15,0.0074279953491491095
2023-11-16,-0.0028624161083618755
2023-11-17,0.002242043527801702
2023-11-20,0.0028045921915641073
2023-11-21,-0.005379200919212707
2023-11-22,0.005190728242853901
2023-11-24,0.003398807316679028
2023-11-27,-0.0019768684119998692
2023-11-28,0.0019033416520577784
2023-11-29,0.003245204895189531
2023-11-30,0.0073277632296525055
2023-12-01,0.00924750175820146
2023-12-04,0.0019452306952131117
2023-12-05,-0.001485443421402634
2023-12-06,0.0002438405198074268
2023-12-07,0.004034961039992962
2023-12-08,0.00609154273560626
2023-12-11,0.0002138227302849245
2023-12-12,0.0015715839364670921
2023-12-13,0.020745656664587712
2023-12-14,0.00940673182974897
2023-12-15,-0.007523907277331813
2023-12-18,-9.930931078715904e-05
2023-12-19,0.005185896380365774
2023-12-20,-0.010911177872993734
2023-12-21,0.009067797262144415
2023-12-22,0.004337802563911025
2023-12-26,0.0024933520865656786
2023-12-27,0.006047395220867417
2023-12-28,0.0007242946433975276
2023-12-29,-0.003485579991948778
